x,c03,observed_z03,m0_pole,m1_pole_lzeros,m2_pole_lzeros_cross,split
1189,-189.17996274603397,-0.004614263098039347,-0.004583077865560024,-0.004717326464713776,-0.004715880192982094,discovery
1199,-190.35481561676607,-0.004584955168040485,-0.004563925763946963,-0.0046853151338201076,-0.00468479326045821,discovery
1209,-191.43401672123082,-0.00455385985035721,-0.004545011775548092,-0.004652444231817685,-0.004652402781021119,discovery
1220,-192.55151969095277,-0.004518634403468998,-0.004524475572925899,-0.004615419516636003,-0.004615616174287457,discovery
1231,-193.60994329107268,-0.004482709322873982,-0.004504215250778802,-0.004577648004671392,-0.004578011306901799,discovery
1241,-194.50465345805094,-0.004449101604565098,-0.0044860310213034145,-0.0045427955157327365,-0.004543188693783077,discovery
1252,-195.43498775170065,-0.004411596897292964,-0.00446628053865888,-0.0045040000609255365,-0.0045042549726039185,discovery
1263,-196.30998300206602,-0.004373582867288651,-0.004446788644046056,-0.004464788154809544,-0.004464793889451806,discovery
1274,-197.12165798037915,-0.004334911158908155,-0.0044275497435617974,-0.004425194187667971,-0.004424803744505091,discovery
1285,-197.88415351521374,-0.004295921392475233,-0.004408558411264193,-0.0043852635053435104,-0.004384370448064249,discovery
1296,-198.58568700226067,-0.0042563804655834335,-0.004389809382743621,-0.004345088328704198,-0.0043437571314191,discovery
1307,-199.25653524852686,-0.0042169571983149716,-0.004371297548992048,-0.004304811996627875,-0.004303172951301881,discovery
1319,-199.96910524215693,-0.004174415843265448,-0.004351367517148812,-0.004260949024010075,-0.004259045160813809,discovery
1330,-200.5714436889332,-0.004135153533685922,-0.004333335779118592,-0.0042209513344532105,-0.004218845203647895,discovery
1342,-201.2218303153341,-0.00409304313261934,-0.004313918194740362,-0.004177634206528245,-0.004175600980807779,discovery
1353,-201.83392631585014,-0.004055528650178941,-0.004296346153496087,-0.004138253862810783,-0.004136799540418564,discovery
1365,-202.49075959042773,-0.004015191214945502,-0.004277419426429897,-0.004095712521081557,-0.004095330124790889,discovery
1377,-203.140076863334,-0.003975526951664443,-0.004258740649736333,-0.004053751053074135,-0.004054597339478087,discovery
1389,-203.77767517090177,-0.003936436359768131,-0.004240304456464897,-0.004012583968211922,-0.004014595690100075,discovery
1401,-204.42442240257276,-0.0038983028589298406,-0.0042221056409062095,-0.003972423871761104,-0.003975319177838721,discovery
1413,-205.0590850361258,-0.0038606974830918336,-0.004204139152416711,-0.003933419430344343,-0.003936819382872524,discovery
1425,-205.69059855062778,-0.003823773379991336,-0.004186400089529991,-0.003895659929807684,-0.003899332097048133,discovery
1438,-206.4364187226313,-0.003785715621942079,-0.004167433899931075,-0.003856258219655231,-0.0038601378365222382,discovery
1450,-207.13629136175484,-0.003751493453035061,-0.004150153519071879,-0.0038214030140479795,-0.003825315331518629,discovery
1463,-207.93499118043212,-0.0037158749399325403,-0.004131673552028979,-0.003785426241779754,-0.003789066047727111,discovery
1476,-208.79575171342265,-0.0036820706878324958,-0.004113438271661826,-0.0037513608653775435,-0.003754536826079509,discovery
1488,-209.6502159393849,-0.0036525058252510887,-0.004096818251081568,-0.003721556650749515,-0.0037243196241024865,discovery
1501,-210.6356932821286,-0.0036221041020522682,-0.004079038618772025,-0.0036909396959385814,-0.0036932610737657255,discovery
1514,-211.66094240741572,-0.0035929561152548556,-0.004061488478781961,-0.003662022993391456,-0.003663644846701908,discovery
1527,-212.7475899334704,-0.003565382211713214,-0.004044162936226775,-0.0036349031050078944,-0.0036352531062802747,discovery
1541,-213.9608440370739,-0.0035369615964164778,-0.004025750391452371,-0.0036079168634823786,-0.0036063646934576614,discovery
1554,-215.20456065886424,-0.0035129741093656475,-0.0040088763029665015,-0.0035850927770495755,-0.0035818808298530556,discovery
1568,-216.71565719562574,-0.003490367866078858,-0.003990939406269875,-0.003563013898364896,-0.003558693122840893,discovery
1581,-218.2761971857144,-0.00347223071099062,-0.003974497500745299,-0.0035448588152177615,-0.003540197575361276,discovery
1595,-220.13972024685654,-0.003455869856436494,-0.00395701612006098,-0.003527867076387944,-0.0035233377160163826,discovery
1609,-222.17564582894283,-0.003442408338947233,-0.003939763398312429,-0.0035136092672190845,-0.00350947076947943,discovery
1623,-224.39987097393782,-0.0034319805912384547,-0.003922734393757793,-0.003502198504719994,-0.0034986671038038926,discovery
1637,-226.82732670177438,-0.0034246985924040988,-0.003905924312894421,-0.003493751998697625,-0.0034911404436672247,discovery
1651,-229.491189091362,-0.00342093959973805,-0.0038893285047901416,-0.0034883775819856497,-0.003486867154636202,discovery
1665,-232.34316992335903,-0.0034198617792048,-0.0038729424556772436,-0.0034861582308880926,-0.0034855466426663493,discovery
1680,-235.62096233901775,-0.003421763606173378,-0.00385561376716469,-0.003487301504353549,-0.0034871879255942853,discovery
1694,-238.90090195623725,-0.0034264758908888215,-0.003839648424188313,-0.0034915620247151767,-0.003491627322817746,discovery
1709,-242.67635958028495,-0.003434902209314409,-0.003822760869428726,-0.00349933463809565,-0.00349956829328234,discovery
1724,-246.68485851545074,-0.003446169235802343,-0.003806094197105636,-0.003510174841251301,-0.003510644604008582,discovery
1739,-250.9511704438687,-0.0034605079601733395,-0.0037896436337382044,-0.0035238843320065704,-0.0035245205391241903,discovery
1754,-255.42194856796732,-0.003477073172409631,-0.003773404549031567,-0.00354031542455967,-0.003540950635374857,discovery
1769,-260.1517314987941,-0.003496511584153467,-0.0037573724504015625,-0.003559262314242141,-0.0035598397816744265,discovery
1785,-265.4264453056421,-0.0035195477378746403,-0.003740494779671914,-0.0035818256123554028,-0.003582430379423528,discovery
1800,-270.55614865447933,-0.0035428164334314434,-0.0037248767791852166,-0.0036046189736925294,-0.0036053706921457727,discovery
1816,-276.202676402459,-0.0035690621966093165,-0.003708431326773974,-0.003630005064571453,-0.0036310981460185836,discovery
1832,-281.9946306974293,-0.0035962728575650946,-0.003692201790133256,-0.0036558824281972507,-0.0036575261440595116,discovery
1847,-287.463332945327,-0.0036214468315276622,-0.0036771785278110437,-0.0036801331722233818,-0.0036822595194624477,discovery
1864,-293.6931491696723,-0.0036494292959683957,-0.0036603718704146825,-0.003707117784269278,-0.003709393955066821,discovery
1880,-299.50436462690845,-0.003674230363154063,-0.0036447625375911064,-0.0037315415124607523,-0.0037336414047900546,discovery
1896,-305.2928724547372,-0.0036979340845714258,-0.003629351210473886,-0.003754542976909694,-0.003756514276044643,discovery
1913,-311.36282332908445,-0.00372129673235599,-0.003613188989871829,-0.003777002200423246,-0.0037789485269742323,discovery
1929,-316.9299543801617,-0.0037408039378996317,-0.0035981730745539044,-0.0037960436688516544,-0.003797797767551642,discovery
1946,-322.69898615952593,-0.003759095395575495,-0.0035824220159856395,-0.003813965278731108,-0.0038151767360141775,discovery
1963,-328.2923491257633,-0.0037746814962321936,-0.0035668760142984215,-0.003829530526391388,-0.003829986348716657,discovery
1980,-333.74824710963975,-0.003788098018496082,-0.003551530658502719,-0.003842807029496676,-0.0038425194578255322,discovery
1997,-339.0593915862536,-0.003799344558741237,-0.003536381669315193,-0.003853873802670876,-0.0038530164912984363,discovery
2014,-344.2419176322996,-0.0038086805933524328,-0.0035214248941452904,-0.003862803888575568,-0.003861641156179252,discovery
2032,-349.6036205472295,-0.003816720575886136,-0.003505793337786137,-0.00386997979422197,-0.0038688030086974634,discovery
2049,-354.5115918333445,-0.003822236036236023,-0.003491219735938858,-0.003874605972217766,-0.0038736005961899156,discovery
2067,-359.5299036623601,-0.0038258179762640527,-0.003475985249865559,-0.003877202775645355,-0.003876358109616514,discovery
2085,-364.32321764182007,-0.0038267294612394083,-0.003460948473166092,-0.0038774442833044744,-0.0038766118873759894,discovery
2103,-368.93124895971164,-0.003825485261284643,-0.003446105166136706,-0.0038754373754965113,-0.003874509743697512,discovery
2122,-373.5824112175045,-0.0038218034795986446,-0.003430642578238776,-0.0038711073185446025,-0.0038700364289990857,discovery
2140,-377.79739802593986,-0.003816263050688157,-0.0034161841747749923,-0.0038651692321819736,-0.003863933796666313,discovery
2159,-382.1087595098621,-0.0038089741924228282,-0.0034011191137126905,-0.003857206066026526,-0.0038557878470917226,discovery
2177,-386.0319807684672,-0.0038004554123051144,-0.00338702926163954,-0.0038482031883744997,-0.0038467002818213885,discovery
2196,-390.0532131045534,-0.0037903154533779587,-0.0033723449811998716,-0.0038372341537138846,-0.003835870268473587,discovery
2215,-393.9303677462842,-0.0037788431481759486,-0.0033578500482254136,-0.003824777226017767,-0.003823747386396702,discovery
2235,-397.829844598052,-0.0037651394766029865,-0.003342792348821493,-0.0038100452629180864,-0.0038092638116024673,discovery
2254,-401.3155719375625,-0.0037502061707374544,-0.003328673567342611,-0.0037944862894154353,-0.0037936691920899433,discovery
2274,-404.7679706036573,-0.0037326773275428975,-0.003314003273085443,-0.003776423319864042,-0.0037755821088818245,discovery
2293,-407.9016722434618,-0.0037149194688913243,-0.003300244650977175,-0.0037576117370693865,-0.0037571016643918285,discovery
2313,-411.0005535291507,-0.0036946981031818643,-0.003285945430121736,-0.0037360027297658506,-0.0037361190740257946,discovery
2333,-413.8345433593788,-0.0036724393385326095,-0.0032718304790022093,-0.0037124651858725204,-0.003713222849217681,discovery
2354,-416.5048511048699,-0.003646786818201618,-0.0032572038086207808,-0.0036856037400464082,-0.0036869278355942028,discovery
2374,-418.7475873653666,-0.0036201890123640813,-0.0032434544698743957,-0.003657931330082982,-0.003659516083553683,discovery
2395,-420.72051426676785,-0.0035895120205728477,-0.0032292034240902325,-0.00362666165437234,-0.0036282063892856117,discovery
2415,-422.3088419270598,-0.003558397592700669,-0.0032158041819629443,-0.0035947909778735574,-0.0035963446849669443,discovery
2436,-423.6455337146449,-0.0035236008515785724,-0.003201912954248777,-0.003559216196494645,-0.0035608653960882957,discovery
2457,-424.62671360004606,-0.0034865795438531826,-0.0031882002019251367,-0.0035216658581026863,-0.003523102839973701,discovery
2479,-425.2815017550604,-0.00344557496058881,-0.003174021760038896,-0.003480534046900338,-0.003481469475115021,discovery
2500,-425.659939260055,-0.00340527951408044,-0.0031606627555754076,-0.0034399338339495445,-0.003440465573195637,discovery
2522,-425.7950894111218,-0.0033618863292824495,-0.003146846957144667,-0.003396364549836494,-0.0033964473099980332,discovery
2544,-425.6808013120217,-0.003317480684849342,-0.003133210762786695,-0.0033519964670004126,-0.0033514398391630844,discovery
2566,-425.3635876927514,-0.0032724674259028215,-0.0031197503145317536,-0.003306978047503861,-0.0033058324259674934,discovery
2588,-424.88948166313,-0.003227227429041061,-0.003106461869441189,-0.00326141252236403,-0.0032600393780089403,discovery
2611,-424.2606679177098,-0.003179965905165841,-0.003092749371252593,-0.00321334368611751,-0.0032122570795423758,discovery
2633,-423.5516249587969,-0.0031349459939605108,-0.003079801552998227,-0.003167166548743455,-0.0031666175376617194,discovery
2656,-422.61419267769367,-0.0030874644937664663,-0.0030664375741503488,-0.003118948145278876,-0.0031187671790881997,discovery
2679,-421.56067760639985,-0.003040192081445181,-0.0030532460673303855,-0.003071034506172694,-0.003071041993679468,discovery
2703,-420.40410419000364,-0.0029915611087662115,-0.0030396609228921464,-0.0030215627458002802,-0.003021910192527154,discovery
2726,-419.23118023328107,-0.0029455391435576077,-0.003026810538871884,-0.0029747797653524926,-0.002975573083807437,discovery
