x,c03,observed_z03,m0_pole,m1_pole_lzeros,m2_pole_lzeros_cross,split
7627,-1025.932095720148,-0.0015402385788654098,-0.0018095529263136162,-0.0015458456129524615,-0.001547847475127046,discovery
7693,-1036.2759043262104,-0.0015357898793570647,-0.0018017739224643044,-0.001541535663933675,-0.0015432701031493623,discovery
7760,-1047.3270095356384,-0.0015321092048949086,-0.0017939787835421748,-0.0015380519772099613,-0.0015395259033883044,discovery
7827,-1059.0620902260434,-0.0015294258341192412,-0.001786283950949049,-0.0015355234771267398,-0.001536752462904656,discovery
7895,-1071.6480712247958,-0.0015276504246803553,-0.0017785746417643745,-0.001533971916295681,-0.0015349118248693006,discovery
7964,-1085.166482917387,-0.001526860972445113,-0.001770853105928885,-0.0015335060990646625,-0.0015341428683234174,discovery
8033,-1099.6927985196635,-0.0015274068381216194,-0.0017632312719513372,-0.00153426979332767,-0.0015346154188339708,discovery
8103,-1115.5365355447138,-0.0015293787103139572,-0.0017555986723294871,-0.001536451089580568,-0.0015364692455978254,discovery
8173,-1132.564740962549,-0.0015328186950771757,-0.0017480643412565282,-0.001540200890806943,-0.0015398831344148032,discovery
8244,-1151.2521590717952,-0.0015380253124064453,-0.001740520615541557,-0.001545735798571264,-0.001545131294351883,discovery
8316,-1171.9137307363853,-0.0015453395572483386,-0.001732969514355878,-0.0015532190580336415,-0.0015524194237619543,discovery
8388,-1194.3992416230685,-0.0015547547283571866,-0.0017255158474898057,-0.0015626172053528637,-0.0015617536532328874,discovery
8461,-1218.9854918242527,-0.0015662677082398583,-0.0017180560004779056,-0.0015740581621681194,-0.0015732501575723271,discovery
8534,-1245.302960352321,-0.0015795961361046392,-0.0017106920768481196,-0.0015873044731535882,-0.0015865945629889703,discovery
8608,-1273.6017736391204,-0.0015947046761708688,-0.0017033230913312777,-0.0016023893908547098,-0.0016017090409381133,discovery
8683,-1303.8165371180366,-0.0016114312577965235,-0.0016959508530287536,-0.0016191512923259275,-0.0016183827376446047,discovery
8758,-1335.4308483232144,-0.0016293485291088228,-0.0016886735179746043,-0.0016371487440608567,-0.0016362702680565995,discovery
8835,-1369.2377013649711,-0.0016488039453486534,-0.0016812987352148204,-0.0016566522438219039,-0.0016557150493685942,discovery
8911,-1403.7733102520197,-0.001668811621420024,-0.0016741136650095007,-0.0016766793710851504,-0.0016757058285862447,discovery
8989,-1440.3176465552824,-0.0016900175360663459,-0.0016668344697142253,-0.0016978073617084299,-0.00169684899539986,discovery
9067,-1477.7759585439799,-0.001711642940757098,-0.0016596494078797272,-0.0017192954371046453,-0.0017184574297867488,discovery
9145,-1515.9333145588262,-0.0017334229113717696,-0.0016525564679753997,-0.0017408939724148024,-0.0017402065322106352,discovery
9225,-1555.5298840975556,-0.0017556130350833796,-0.0016453753086647306,-0.001762835759960929,-0.0017623003275467253,discovery
9305,-1595.211544245321,-0.0017772303358780455,-0.0016382869598898307,-0.0017841763890953744,-0.0017838851771981618,discovery
9386,-1635.1521416748574,-0.0017981973061121119,-0.0016312025371017149,-0.0018047816967500557,-0.0018047864573163888,discovery
9467,-1674.3856524873281,-0.0018177616147093112,-0.0016242092317882435,-0.0018240840445672565,-0.0018242573614771077,discovery
9549,-1713.1551935181587,-0.0018359458472062896,-0.0016172204205999598,-0.001842145218363513,-0.0018423495756641262,discovery
9632,-1751.406492097317,-0.001852730471553956,-0.0016102374619885293,-0.0018588845956704451,-0.0018590874961203054,discovery
9716,-1789.177073657669,-0.0018681943974255735,-0.0016032616712299773,-0.0018742753637078608,-0.0018744772353533395,discovery
9800,-1826.022170156377,-0.001882205042441035,-0.00159637576250795,-0.001888110091972873,-0.0018883157690711126,discovery
9885,-1862.0605363265913,-0.001894649089490588,-0.001589497416495672,-0.0019004537813279653,-0.0019007122850823043,discovery
9971,-1897.20467593078,-0.00190548753436624,-0.0015826278543308162,-0.0019110925938124086,-0.0019115180471602478,discovery
10058,-1931.2643047543625,-0.0019145833008652466,-0.0015757682568021665,-0.001919753018149449,-0.0019204393098379827,discovery
10145,-1963.1979375764804,-0.001921259429779361,-0.0015689970878324771,-0.0019261024062919145,-0.001926983875186383,discovery
10233,-1993.0691771521415,-0.001925386452282429,-0.0015622361248487536,-0.0019300620732040693,-0.0019310106503317714,discovery
10322,-2020.8438109720773,-0.0019270233030859968,-0.001555486462703027,-0.0019315821383963894,-0.001932566463249335,discovery
10412,-2046.6406988764684,-0.001926372930851406,-0.0015487491587110312,-0.0019307730221816118,-0.0019317849570433681,discovery
10502,-2070.2695131782457,-0.0019236181485807742,-0.0015420986473210147,-0.0019279048471453901,-0.0019288800564328948,discovery
10593,-2092.074586847619,-0.0019188839289188987,-0.0015354606005216025,-0.0019232346261610995,-0.0019240829394179784,discovery
10685,-2112.373137427531,-0.0019125325984062289,-0.0015288359975372842,-0.0019169799292589255,-0.0019176016596479343,discovery
10778,-2131.2111847186843,-0.0019046677037936987,-0.0015222257828085423,-0.0019092925999915457,-0.0019096555139857766,discovery
10872,-2148.7751444401006,-0.0018955131695662499,-0.001515630866622809,-0.0019002671771574785,-0.0019004264633489083,discovery
10966,-2164.989989818572,-0.0018853132959201356,-0.001509120930137938,-0.0018900756568710235,-0.0018900729970132949,discovery
11061,-2179.837728042412,-0.001873840306674616,-0.0015026262347371346,-0.0018786578638020903,-0.0018785161127182783,discovery
11157,-2193.333893211762,-0.001861159528681301,-0.0014961476220375876,-0.0018660164192697763,-0.001865786720222315,discovery
11254,-2205.5126223795696,-0.0018473499850598172,-0.001489685902161345,-0.0018521238875442547,-0.001851856753913618,discovery
11352,-2216.0984299569536,-0.0018322320360308344,-0.0014832418543642971,-0.0018369240143339782,-0.0018366328362693887,discovery
11450,-2224.7520617818445,-0.00181582247799494,-0.0014768807160533024,-0.001820511834131385,-0.0018201354903156614,discovery
11550,-2231.3919500886695,-0.0017976406725261989,-0.001470473394228719,-0.0018024626276606443,-0.0018018575284890967,discovery
11650,-2235.6959102441015,-0.001777967607301958,-0.0014641487481658728,-0.001783052828096976,-0.0017821030348152101,discovery
11751,-2237.821915033288,-0.0017567634336234181,-0.0014578429804847888,-0.0017620444647011367,-0.0017608060129316815,discovery
11853,-2237.843204598168,-0.0017341522656196156,-0.001451556754455959,-0.001739400041269048,-0.0017380982545001358,discovery
11956,-2235.5937935223683,-0.0017100705809393426,-0.0014452907062285163,-0.0017151050923573997,-0.0017139372541991188,discovery
12060,-2230.8340562587364,-0.0016844041554902973,-0.0014390454454417869,-0.0016891681921239621,-0.001688185352305998,discovery
12165,-2223.4385993601645,-0.0016571314929245185,-0.001432821555835742,-0.00166164153440867,-0.0016608165147824424,discovery
12270,-2213.56629865803,-0.0016286422237205163,-0.0014266777291329312,-0.0016329363825691573,-0.0016322852073384511,discovery
12377,-2201.490326300538,-0.001598798363410181,-0.0014204974803634178,-0.0016027387275650779,-0.0016023634349761969,discovery
12484,-2187.7097081143966,-0.0015684080187219908,-0.0014143968589274093,-0.0015719144229307093,-0.0015718722902561565,discovery
12593,-2172.045810201339,-0.0015370046294528714,-0.00140826232719503,-0.0015401877849102004,-0.0015404437040090248,discovery
12702,-2155.1338316805923,-0.0015054491194396885,-0.0014022069294665164,-0.0015083507123178695,-0.0015088390499147294,discovery
12813,-2136.652296476692,-0.0014731861075465151,-0.0013961200049243021,-0.001475907809287163,-0.0014765235816441406,discovery
12924,-2116.884490633489,-0.0014407934884207076,-0.001390111667630963,-0.001443438853701459,-0.001444054694559374,discovery
13036,-2095.658030153788,-0.0014080039985672355,-0.0013841271492686005,-0.0014106192979491136,-0.001411198251375589,discovery
13149,-2072.9747538512966,-0.00137484875562075,-0.0013781668537634387,-0.0013774408282121648,-0.0013780266749817036,discovery
13263,-2049.0108218031637,-0.001341471955010509,-0.001372231164787845,-0.001343932675094109,-0.0013445918060644019,discovery
13379,-2023.515468304733,-0.0013075883663632721,-0.0013662693832187805,-0.0013098521864010936,-0.001310617749739788,discovery
13495,-1996.7419938797466,-0.001273686713345699,-0.0013603846370027468,-0.0012758384642132855,-0.0012766642976104092,discovery
13612,-1968.4218867025756,-0.0012394678738404258,-0.0013545255237066938,-0.0012416389547072217,-0.0012424224802006075,discovery
13730,-1938.6607031292551,-0.0012050248453491965,-0.0013486923513976097,-0.0012072919749866475,-0.0012079105224437677,discovery
13849,-1907.525769675679,-0.0011704228472751317,-0.0013428854105273441,-0.0011728549702933874,-0.0011732533151490203,discovery
13970,-1875.069827125597,-0.0011355933384010611,-0.0013370571172822067,-0.001138150621899067,-0.0011383828152191583,discovery
14091,-1842.2119804261383,-0.0011013538643684664,-0.0013313040578217155,-0.0011039341558653436,-0.001104075540236591,discovery
14213,-1808.8784024278564,-0.0010675315998264813,-0.0013255779923241689,-0.0010701578228032547,-0.0010702460280699012,discovery
14337,-1775.3434259945443,-0.0010341771752107858,-0.001319833114491517,-0.0010368022838628413,-0.0010368396564359417,discovery
14461,-1742.3368758461957,-0.0010019236756977537,-0.001314162287632512,-0.0010045866705776865,-0.0010045419730127317,discovery
14587,-1709.4556348006718,-0.0009703063189993221,-0.0013084742238271072,-0.0009730760139025049,-0.000972914448128101,discovery
14713,-1677.46494761738,-0.0009399431807596601,-0.0013028593849892494,-0.0009427980368593965,-0.000942518530258066,discovery
14841,-1646.0292279614819,-0.0009104221073214079,-0.001297228796102533,-0.0009133342049655894,-0.0009129760522781021,discovery
14970,-1615.7570497425695,-0.0008821518697565097,-0.0012916274405974024,-0.0008851018346143797,-0.0008846869914620397,discovery
15100,-1587.1493725008004,-0.000855366782574198,-0.0012860554362775583,-0.0008583856678318197,-0.0008578948772002356,discovery
15231,-1561.1163971345413,-0.0008305057777857085,-0.0012805128887429216,-0.0008335162118449269,-0.0008330068058934566,discovery
15363,-1538.3612509433333,-0.0008078752183268144,-0.001274999891800229,-0.0008107896897516851,-0.0008103899663652086,discovery
15497,-1519.236470007705,-0.0007875061022464114,-0.001269475567129489,-0.0007902871972032501,-0.0007900181066486118,discovery
15631,-1504.1941654661969,-0.000769704020643972,-0.0012640224332169745,-0.0007724809771110246,-0.0007722184024917897,discovery
15767,-1493.5584722756757,-0.0007543946994916479,-0.0012585591440952956,-0.0007572440190121717,-0.0007569025412852982,discovery
15904,-1488.1658842752004,-0.0007419793073922083,-0.001253126689028396,-0.0007448432540902872,-0.0007445102238652258,discovery
16042,-1488.662031075335,-0.0007326698893696526,-0.001247725087026046,-0.0007353798057667845,-0.0007351859365522523,discovery
16181,-1495.044239906776,-0.0007263501110178929,-0.0012423543479325144,-0.0007289271508205726,-0.0007288758465501832,discovery
16322,-1507.662447833507,-0.0007230095894398247,-0.001236976578106953,-0.0007255297397231587,-0.0007255542545143841,discovery
16463,-1526.7966940832484,-0.0007227993338565152,-0.00123166804521908,-0.00072529548047667,-0.0007253574083006751,discovery
16606,-1553.2397028618798,-0.0007258400583410142,-0.0012263534195472777,-0.0007282900471082443,-0.0007283831867778353,discovery
16751,-1587.480440026171,-0.0007322295897372315,-0.0012210341032537978,-0.0007346530939035737,-0.0007347808752753552,discovery
16896,-1629.3797820432228,-0.0007419018804128214,-0.0012157834095831974,-0.0007443633495033459,-0.0007444944150376615,discovery
17043,-1679.9888248863645,-0.0007550701936492218,-0.0012105288414799994,-0.0007576164997904892,-0.0007576725167331334,discovery
17191,-1739.4795530440897,-0.0007717339705646289,-0.0012053067619692145,-0.0007744082872370339,-0.0007743307360574117,discovery
17340,-1808.2389951932128,-0.0007919216041732983,-0.0012001170799334898,-0.0007947489305987905,-0.00079455781662137,discovery
17491,-1887.2379729504028,-0.000815839459102646,-0.0011949255388539481,-0.0008187296504932939,-0.0008184870935099889,discovery
17642,-1975.1750907183523,-0.0008429151766917073,-0.001189800793754068,-0.0008458342514252603,-0.000845564402941731,discovery
17796,-2073.302284782345,-0.000873331310482552,-0.001184641560038331,-0.0008763238988256094,-0.0008760324024521248,discovery
17950,-2179.6686065699178,-0.0009063455145515124,-0.001179548864146073,-0.0009092754771849244,-0.0009090334348638199,discovery
18106,-2294.9920096680435,-0.0009419924105224229,-0.0011744564170851968,-0.0009447505181066618,-0.0009446641243449015,discovery
18263,-2417.7244917800563,-0.0009795996725624945,-0.0011693973454155431,-0.0009821645646694395,-0.0009822900617942095,discovery
18422,-2547.88807812312,-0.001019002336328372,-0.001164339883754254,-0.001021338601700988,-0.0010216935177274633,discovery
18582,-2683.5271582263013,-0.001059417911498363,-0.001159316281924404,-0.0010615292661711486,-0.001062123167161884,discovery
18743,-2823.512054097944,-0.0011003503562253755,-0.0011543263529639636,-0.001102195007527297,-0.0011029965251985786,discovery
18906,-2967.138341531747,-0.0011414011748727706,-0.0011493395100823603,-0.001143102019414836,-0.0011440231241213088,discovery
19070,-3112.674968288191,-0.0011819734833219374,-0.0011443867391382424,-0.0011836396543660854,-0.0011845926948837297,discovery
19236,-3260.6278693618406,-0.0012221628648568543,-0.001139438209907188,-0.0012238223301723242,-0.0012247567738354675,discovery
19403,-3409.5259806413815,-0.0012615099450513118,-0.0011345240884586291,-0.0012632324621454577,-0.0012640808934056022,discovery
19571,-3558.652029426692,-0.00129976847330397,-0.0011296441424719177,-0.0013016711295327928,-0.0013022936666520568,discovery
19741,-3707.852011250916,-0.0013368068718487595,-0.0011247696494879702,-0.0013390803777102262,-0.0013393237253882767,discovery
19912,-3855.753285146603,-0.0013722616039032504,-0.0011199295950732992,-0.0013748978098291936,-0.001374727023370727,discovery
20085,-4002.283838108613,-0.0014060479483665052,-0.0011150959671670524,-0.0014089898078419364,-0.0014084987087362303,discovery
20260,-4146.658041047211,-0.0014379343574725052,-0.0011102695846737939,-0.0014410382766188018,-0.0014403365781230646,discovery
20436,-4286.793052568173,-0.0014673667611090244,-0.0011054782851779546,-0.0014706134790551685,-0.0014697445184941257,discovery
20613,-4422.003208015194,-0.0014941948954598485,-0.0011007217840771875,-0.0014975247062482986,-0.0014965143426605247,discovery
20792,-4552.386011650269,-0.0015184296672260847,-0.0010959734410926237,-0.0015217246871820382,-0.0015206842562671102,discovery
20973,-4677.14280273395,-0.0015398903405404027,-0.0010912339893535746,-0.001543005124742075,-0.001542129085085436,discovery
21155,-4794.90245621022,-0.001558332872807978,-0.0010865298156224389,-0.0015610997710490222,-0.0015605364342919088,discovery
21338,-4904.7119171308805,-0.00157355866056949,-0.0010818606079008232,-0.0015759313938989226,-0.0015756953609436027,discovery
21524,-5006.724014034808,-0.0015855107003499647,-0.0010771760073102954,-0.0015875633878101349,-0.0015875905194225157,discovery
21711,-5099.218359240796,-0.0015939836733557117,-0.001072527038308201,-0.0015957819138260577,-0.0015960171955614305,discovery
21899,-5181.615947387705,-0.0015989275856441428,-0.0010679133640907005,-0.0016005456002004537,-0.0016009351150806485,discovery
22089,-5253.58006741204,-0.0016002626639080829,-0.0010633105810783658,-0.0016018009601887245,-0.001602216547071812,discovery
22281,-5314.075956777058,-0.0015978122253549887,-0.0010587192846896623,-0.0015994428985587486,-0.0015996872953080686,discovery
22474,-5361.951610687611,-0.0015914841786685441,-0.0010541635001589452,-0.001593422782231227,-0.001593339302300978,discovery
22670,-5398.014901634408,-0.0015814548553425853,-0.0010495965708098693,-0.0015836215241037904,-0.0015832171880927964,discovery
22866,-5421.5270936507295,-0.0015679648901232677,-0.0010450884873921711,-0.0015702223100709334,-0.0015696803678577266,discovery
23065,-5432.89696231985,-0.0015509624383644714,-0.001040570318289738,-0.0015531620940572775,-0.0015526709613246006,discovery
23265,-5432.462557175881,-0.0015308835498644524,-0.001036087978614022,-0.0015328732762853068,-0.001532519313261064,discovery
23467,-5420.9817255790695,-0.001507966116713548,-0.0010316191052302393,-0.001509679795598049,-0.0015095182101125628,discovery
23671,-5399.582880125417,-0.0014826386031214125,-0.0010271641670266567,-0.00148405603642873,-0.0014841501530921833,discovery
23877,-5369.2306602922035,-0.0014552661324102737,-0.0010227236136448423,-0.0014564502532701876,-0.0014567776885805015,discovery
24084,-5331.027413686112,-0.0014263233368605732,-0.0010183190162432122,-0.0014273576843136858,-0.0014278034999176518,discovery
24293,-5285.710116003953,-0.0013959877785892508,-0.0010139291012169665,-0.0013968960566372842,-0.0013973892629514102,discovery
24504,-5233.652603251969,-0.0013644242080123438,-0.0010095542729724233,-0.0013652575487510528,-0.0013657868667523714,discovery
24717,-5175.22145541272,-0.0013317886282699944,-0.0010051949183589421,-0.0013326164352880044,-0.0013331313993256082,discovery
24931,-5111.153561931613,-0.0012984026142249779,-0.0010008714793169685,-0.001299289405913555,-0.001299720411070155,discovery
25148,-5041.297337101867,-0.001264116603184095,-0.000996543905153782,-0.0012650955172089002,-0.0012654126493729554,discovery
25366,-4966.811408379275,-0.0012294183409625992,-0.0009922524253779216,-0.0012304493742424216,-0.0012306528328644682,discovery
25586,-4887.516035861343,-0.0011942207199304574,-0.000987977298104444,-0.0011952754641257682,-0.0011954096179155511,discovery
25809,-4803.204637914248,-0.0011584420766621144,-0.0009836997802727715,-0.0011594737352236064,-0.001159620703011084,discovery
26033,-4714.542967026235,-0.0011224145052876643,-0.000979458532687918,-0.0011233755147179848,-0.0011235911638948193,discovery
26259,-4620.867180374429,-0.0010859409511279684,-0.0009752345338359811,-0.001086759536902652,-0.0010870655499946363,discovery
26487,-4521.158662421512,-0.001048819107611436,-0.000971028054264528,-0.0010495362210334743,-0.0010499143691883681,discovery
26717,-4415.119008832255,-0.0010110226348643923,-0.0009668393505439364,-0.0010116944231363138,-0.001012065460845279,discovery
26949,-4303.0680733108165,-0.0009726671193287917,-0.000962668665648022,-0.0009733999155003563,-0.0009736940082529187,discovery
27183,-4186.648364526816,-0.0009341581528647122,-0.0009585162293295221,-0.0009350003972091375,-0.0009352061276123235,discovery
27419,-4068.143133825637,-0.000896022277312847,-0.0009543822584902248,-0.0008969282922253629,-0.0008970208081915803,discovery
27657,-3948.886096050719,-0.0008585527869694324,-0.0009502669575455514,-0.0008595842034985912,-0.0008595028200382572,discovery
27897,-3830.3675841571708,-0.0008220612928522238,-0.0009461705187834265,-0.0008232945196993371,-0.000823023570308699,discovery
28139,-3714.630925837715,-0.0007869600407720924,-0.0009420931227172843,-0.0007883539971624705,-0.0007879293342014534,discovery
28384,-3602.850892046532,-0.000753417826065593,-0.0009380184142786232,-0.0007549446019460659,-0.0007543704737113394,discovery
28630,-3497.475620502373,-0.0007219758552066867,-0.0009339798122941946,-0.0007236553983539113,-0.0007229207758662631,discovery
28879,-3399.5102107332204,-0.0006926967082583004,-0.0009299446233700403,-0.0006944706628773248,-0.0006936272149281907,discovery
29129,-3310.468058875027,-0.0006658877701904717,-0.000925945393447661,-0.0006677216068862583,-0.0006668397248325928,discovery
29382,-3230.0252439173055,-0.0006413334395712409,-0.0009219502490914959,-0.000643171368061863,-0.0006422753434318542,discovery
29637,-3158.6805850286546,-0.0006190908007842108,-0.0009179754000579998,-0.0006208775945405677,-0.0006200166291538071,discovery
29895,-3096.6861412922444,-0.0005991000472818294,-0.0009140056583023567,-0.0006007585502863331,-0.0006000370199107575,discovery
30154,-3045.125521652124,-0.0005815509954299622,-0.0009100718852087404,-0.0005830121282055515,-0.0005825044476621672,discovery
30416,-3004.1286067544643,-0.0005663245278650635,-0.0009061437794631882,-0.0005675315857069416,-0.0005672552675580058,discovery
30680,-2973.652043574577,-0.0005533591761331958,-0.0009022366932926874,-0.0005543364103720457,-0.0005542897450781717,discovery
30947,-2953.22600984131,-0.0005424614148202329,-0.0008983361690882458,-0.0005432189834286988,-0.0005433871780663981,discovery
31215,-2941.439796045677,-0.0005333532612590725,-0.0008944714713601372,-0.0005339966523920677,-0.0005343123273348561,discovery
31486,-2937.146210449493,-0.000525713741967171,-0.0008906137947174604,-0.0005262934659746388,-0.0005266581863360041,discovery
31760,-2939.200618152816,-0.0005192882425820991,-0.0008867637194241892,-0.0005198423621418479,-0.0005202135064185987,discovery
32036,-2947.0606834560604,-0.0005139627581804278,-0.0008829355852652421,-0.0005144602844644652,-0.0005148710528660551,discovery
32314,-2960.127263961447,-0.0005095939953811679,-0.0008791293976129025,-0.0005100159772684369,-0.0005105287474972302,discovery
32594,-2978.5041746048046,-0.0005061645452203314,-0.0008753451556062486,-0.0005064353856229424,-0.00050711307131639,discovery
32877,-3001.950335952255,-0.0005035762397052879,-0.0008715695970819124,-0.0005036590247063428,-0.0005044946661778105,discovery
33163,-3029.4814348843647,-0.000501634709661003,-0.0008678032209579387,-0.0005016581713260134,-0.0005025452424290951,discovery
33451,-3061.340460702442,-0.0005003777310630047,-0.0008640594225662397,-0.0005004422722039846,-0.0005012912910107457,discovery
33741,-3098.663101108028,-0.0004999625054967511,-0.000860338163867961,-0.0005000635686112317,-0.0005008665972635469,discovery
34034,-3142.1105494008225,-0.0005004399465628752,-0.0008566268168381129,-0.0005006108039182849,-0.0005013777186041144,discovery
34330,-3192.872987591094,-0.0005019621115368999,-0.0008529258195880165,-0.0005021626277094035,-0.0005028862974243896,discovery
34628,-3251.006918134026,-0.000504518133554557,-0.0008492478552955156,-0.0005047434148216,-0.0005054055374986011,discovery
34928,-3316.267853864374,-0.0005080296078087503,-0.0008455928537330192,-0.0005083654683130286,-0.000508922278781678,discovery
35232,-3389.763376323026,-0.0005125821014453092,-0.0008419368429314335,-0.0005131296587498445,-0.0005134962900079183,discovery
35538,-3472.383499574993,-0.000518308354616736,-0.0008383042572326629,-0.0005191688155299327,-0.0005192365210119961,discovery
35846,-3566.2537317911483,-0.000525473946831926,-0.0008346950018671104,-0.0005266849090393899,-0.0005263707991055443,discovery
36157,-3673.52784502336,-0.0005343117837473667,-0.0008310974859304678,-0.0005358878448114446,-0.0005351981830948528,discovery
36471,-3796.217153030215,-0.0005450414609857575,-0.0008275120517415874,-0.000546907116783568,-0.0005459506771669939,discovery
36788,-3935.8967364863056,-0.0005578076022612515,-0.0008239390269766088,-0.0005598211939211362,-0.000558727127612431,discovery
37108,-4093.307286376381,-0.0005726285888509961,-0.0008203787250153395,-0.0005746818671038966,-0.0005735420261258903,discovery
37430,-4268.231275225204,-0.0005894109543740298,-0.0008168423566670049,-0.0005914447953851717,-0.0005903418812145192,discovery
37755,-4461.375741696509,-0.0006081449288144288,-0.0008133190147727135,-0.000610074001794569,-0.0006090574953917868,discovery
38083,-4670.957662224071,-0.0006285056725264383,-0.0008098089771199071,-0.0006303711377368675,-0.0006294136161975566,discovery
38413,-4894.582011966224,-0.0006501271011752284,-0.0008063230037681819,-0.0006519845300084374,-0.000651046073167768,discovery
38747,-5132.408325800716,-0.0006729209923508804,-0.0008028402210131993,-0.0006747457819951197,-0.0006738471283022635,discovery
39083,-5381.933424480638,-0.0006965567132140495,-0.0007993817276102623,-0.0006982557693081654,-0.0006974880598538296,discovery
39423,-5643.868991857053,-0.0007210284796898719,-0.0007959271663831681,-0.000722429328433665,-0.0007219213764611003,discovery
39765,-5914.318956219438,-0.0007458530360904811,-0.000792497078333861,-0.0007469200908512783,-0.000746741015790893,discovery
40110,-6192.101335274339,-0.0007708308048123536,-0.0007890814468091521,-0.0007716094732397348,-0.0007717287746774499,discovery
40458,-6475.9916779372,-0.0007957921795224199,-0.0007856804705945301,-0.0007963268804977908,-0.0007966957456866657,discovery
40810,-6765.826042810222,-0.0008206744924222733,-0.0007822847530467375,-0.0008209723814160299,-0.0008215785268007466,discovery
41164,-7058.5016021712,-0.0008451546072996089,-0.0007789137643683737,-0.0008451930908237631,-0.0008460154976445469,discovery
41521,-7351.5677475572575,-0.0008689169255341118,-0.0007755579622718289,-0.0008687749980660391,-0.0008697497002511859,discovery
41882,-7642.3118404845445,-0.0008916278725273336,-0.0007722082852076698,-0.00089145354158632,-0.0008924911782963104,discovery
42246,-7927.874489686314,-0.0009130159697535232,-0.000768874337532327,-0.0009128726465634188,-0.0009138817168927893,discovery
42612,-8205.754808475813,-0.0009328689936378906,-0.0007655652358816914,-0.0009327930618873347,-0.0009337065680430626,discovery
42982,-8476.718256190637,-0.000951256897541408,-0.000762263023712266,-0.0009512269201598472,-0.0009520486969313032,discovery
43356,-8739.712956925832,-0.0009681069940521402,-0.0007589681643609432,-0.0009680847948775533,-0.000968868822574708,discovery
43732,-8990.792884291892,-0.0009831029154728302,-0.0007556983839307981,-0.0009831642083379622,-0.0009838990657110947,discovery
44112,-9229.323194565208,-0.0009961729192078034,-0.0007524363859932185,-0.0009963975885472645,-0.0009969761689822573,discovery
44495,-9453.389274779693,-0.001007211614493609,-0.000749191010462973,-0.0010076089739613169,-0.0010079388183741674,discovery
44881,-9661.45184860051,-0.00101612843889262,-0.0007459623367516352,-0.0010167294480927724,-0.001016822853804047,discovery
45271,-9854.429661934715,-0.0010230606065198054,-0.0007427422334882256,-0.00102378890361377,-0.0010237560205960414,discovery
45664,-10032.272237650075,-0.00102810715501704,-0.0007395391801221812,-0.0010288536307144782,-0.0010288108017427098,discovery
46061,-10195.470707328059,-0.0010313527658221816,-0.0007363452370441322,-0.0010320835284903644,-0.0010320420019790159,discovery
46460,-10343.52843149926,-0.0010328800861644568,-0.0007331765406643467,-0.0010336505492264966,-0.001033520867041773,discovery
46864,-10478.123051166636,-0.0010328195805187144,-0.0007300094565681886,-0.0010337436863594339,-0.0010334279158848226,discovery
47271,-10599.564861854902,-0.0010313257283540158,-0.000726859997605491,-0.0010324946774426923,-0.0010319493430141536,discovery
47681,-10709.605779657148,-0.0010286211551819378,-0.0007237281840222497,-0.001030008136865105,-0.0010292559794174297,discovery
48095,-10809.953912672026,-0.0010248821960768813,-0.0007206065388894946,-0.0010263807258628567,-0.0010254788585471865,discovery
48513,-10900.9428617355,-0.001020180141652644,-0.0007174953606876115,-0.0010217546172408493,-0.0010207513875656823,discovery
48934,-10983.542487010982,-0.0010146735927905018,-0.0007144022346774705,-0.001016323369038741,-0.001015246207139094,discovery
49359,-11059.887750999958,-0.0010085587245638277,-0.0007113199462188378,-0.0010102398375126304,-0.001009129112470993,discovery
49788,-11131.694851976688,-0.0010020151118974928,-0.0007082487598724948,-0.0010036006309776173,-0.00100257804268601,discovery
50220,-11199.542025089078,-0.0009951423325597795,-0.0007051959492834449,-0.0009964515263848144,-0.0009956856285729745,discovery
50656,-11261.947113026823,-0.0009877957283521209,-0.0007021545534861124,-0.0009887788702181621,-0.0009883542061227145,discovery
51096,-11318.593139216355,-0.0009799684508613937,-0.0006991248056662242,-0.0009805911572885137,-0.0009804944189813376,discovery
51539,-11368.15263474574,-0.0009715964389045065,-0.0006961136811547529,-0.0009719217433811461,-0.0009721109013721267,discovery
51987,-11410.6581840734,-0.0009626503237999985,-0.0006931077979159371,-0.0009627291838034515,-0.0009631719920376905,discovery
52438,-11445.99791530471,-0.000953200987599708,-0.0006901207785380062,-0.0009530364624456648,-0.0009537248667118201,discovery
52894,-11473.739968879665,-0.0009431817456835305,-0.0006871395683606409,-0.0009427926720674653,-0.0009436834356912168,discovery
53353,-11492.31016357138,-0.0009325434409065493,-0.0006841774261948207,-0.0009320632406789079,-0.0009330362595201594,discovery
53816,-11502.23091931548,-0.0009213294643935315,-0.0006812279462269587,-0.0009208578236655161,-0.0009217983311290065,discovery
54284,-11502.820902409818,-0.0009094872082791019,-0.000678285045849317,-0.0009091573198108129,-0.0009099782156254314,discovery
54755,-11494.087286189104,-0.0008970957844819409,-0.0006753614566897213,-0.000896978787933686,-0.0008975956804942488,discovery
55230,-11476.102635727577,-0.0008841620269021911,-0.0006724509966241654,-0.000884250581431669,-0.0008846169862488173,discovery
55710,-11447.66204521888,-0.0008705967912062702,-0.0006695477947377845,-0.0008709178360258886,-0.0008710362847820593,discovery
56194,-11408.742498623782,-0.0008564516635834348,-0.0006666581451298312,-0.0008570064895279167,-0.0008569160337263459,discovery
56682,-11360.345322765788,-0.0008418288094782975,-0.0006637821665959385,-0.0008425176227307877,-0.000842286288853361,discovery
