n,direct,fft,absolute_error
4,-0.4804530139182014,-0.480453013908118,1.008337857655306e-11
5,-0.761500010418809,-0.7615000104508285,3.201949816400429e-11
6,0.0,0.0,0.0
10,-1.4133956194204773,-1.413395619369112,5.136535641270257e-11
20,5.196267790996932,5.196267790935963,6.09690076203151e-11
500000,892202.6376003615,892202.6376003611,3.4924596548080444e-10
1000000,-1756477.1192248121,-1756477.119224812,2.3283064365386963e-10
