chi3_zero_height,zero_index,ordinate,theoretical_real,theoretical_imag,estimated_real,estimated_imag,amplitude_ratio,phase_error
143.0,28,69.51302298598,-4.245346183070452e-08,-4.904855839321626e-09,-2.9364304590716065e-07,3.5076596363503455e-07,10.704188275716932,-0.9888358545137044
143.0,29,70.81979869554715,-3.941839151114319e-08,-4.469527459850013e-09,3.0833250928214006e-07,-2.874264622803972e-07,10.62551406955337,2.2783669008653202
143.0,30,72.65614907069667,-3.5596888696373243e-08,-3.933468329625203e-09,3.1131308086385746e-07,-8.23015585372069e-08,8.991242652721118,2.773082659921786
143.0,31,74.00542852100418,-3.308062515302888e-08,-3.5883115467731826e-09,-3.360422294295173e-07,1.2722185265370392e-07,10.798558814696042,-0.46996261616335944
143.0,32,75.62240696403072,-3.035070398444591e-08,-3.2213292471038337e-09,-1.8928061683928262e-07,-3.0404793253709405e-07,11.734515707737,0.9082302205461277
143.0,33,78.21748127092661,-2.653177307252831e-08,-2.721986717138124e-09,1.34554896194036e-08,-3.747611057659482e-07,14.060292726804384,1.5044493073282688
143.0,34,79.63797575190779,-2.4694912995528155e-08,-2.488075789483147e-09,1.5291149438137153e-07,3.190855986929099e-07,14.255985302806655,-2.1180940781773825
143.0,35,81.61198760947144,-2.2398129077414184e-08,-2.2017729012719457e-09,4.679463280278603e-07,1.8625983347998234e-07,22.378529288627696,-2.860766712428439
143.0,36,82.47025251222198,-2.148303797992393e-08,-2.0897180929058463e-09,2.487414580395633e-07,3.7211928395323136e-07,20.73712979741066,-2.256997276834938
143.0,37,84.41228663829341,-1.9578791189912224e-08,-1.860436706272725e-09,2.9812127755141903e-07,7.023837875094878e-08,15.573497326158888,-3.004947576392413
143.0,38,86.32764628301413,-1.7902871684441916e-08,-1.663248641835667e-09,2.5368256472765304e-07,-3.586319533739185e-07,24.43193966808426,2.0938079658771485
143.0,39,88.6526172085394,-1.6102168142846324e-08,-1.456533373211474e-09,-3.378878628277807e-07,4.6474200157588687e-07,35.53889877156812,-1.0323599101385084
143.0,40,89.6464027568417,-1.540178134333361e-08,-1.377662439526141e-09,-1.8237120548773575e-07,3.601442063000553e-07,26.106173130799547,-1.191265533038662
143.0,41,91.3356103544331,-1.4296380919403014e-08,-1.255028152065936e-09,-3.107593884571794e-07,1.6076191793425027e-07,24.379544730893706,-0.5649690326783186
143.0,42,92.75346438711915,-1.3444147470395557e-08,-1.1620931006351924e-09,1.7163825545909328e-07,-2.869808729978633e-07,24.78024643123391,2.0235804854641812
