chi5_zero_height,zero_index,ordinate,theoretical_real,theoretical_imag,estimated_real,estimated_imag,amplitude_ratio,phase_error
143.0,5,17.566994292325553,-9.136059600824652e-06,-4.431947857773125e-06,-1.0729439509753595e-05,-3.2116534952923785e-06,1.102961945941692,-0.16081784337533245
143.0,6,19.540732622784752,-6.130382507476062e-06,-2.6402548257688127e-06,-6.408439833746586e-06,-1.0331420224750403e-06,0.9724959020180897,-0.24683425894251435
143.0,7,22.227405454459415,-3.757031724517249e-06,-1.4058293376420929e-06,-3.8814579884775314e-06,1.949871258027683e-07,0.9688175402460212,-0.4082503331628929
143.0,8,24.58846621740819,-2.5490962564431565e-06,-8.560164136993227e-07,-3.0810949092855967e-06,-2.7063234761383864e-06,1.5250697671108873,0.396752768644117
143.0,9,26.77609594800414,-1.832966437137282e-06,-5.623999974170426e-07,-2.331324275694406e-06,2.6860389891076097e-07,1.223981830137414,-0.4124158493385138
143.0,10,28.461035100177526,-1.4458508083765585e-06,-4.160679679512015e-07,-2.644487700036372e-06,-2.4665192673019576e-07,1.7653176048286168,-0.18719515319488741
143.0,11,29.707909350480968,-1.2232761123685643e-06,-3.365845074185387e-07,-2.950842166892454e-07,2.453090732278385e-07,0.30245298098137363,-0.9620539494804883
143.0,12,33.00045600687052,-8.108185440016263e-07,-2.0001057647328276e-07,-1.6712269273596529e-06,5.0810272804741436e-08,2.002098518604821,-0.272242648389206
143.0,13,34.72881297890481,-6.635866438413843e-07,-1.5528016273027462e-07,-1.85077342541466e-06,-2.9713766598161364e-07,2.750462139358396,-0.07067597652592107
143.0,14,35.86863837181228,-5.844667208061954e-07,-1.3228870566654986e-07,-9.923920393939987e-07,1.2219541152991e-06,2.626897711126096,-1.111289839316605
143.0,15,38.12918472143653,-4.594597175864002e-07,-9.766226446122771e-08,2.3556618716418905e-07,-7.350320606478265e-07,1.6432124294862724,1.671496691133155
143.0,16,39.560572946403184,-3.973132285280422e-07,-8.132105937711497e-08,-4.831052430136268e-07,7.35779835854467e-07,2.170399996172051,-1.1916918136449832
