x,c05,observed_z05,m0_local,m1_local_lzeros,m2_local_lzeros_cross,split
7964,-9337.585026699478,-0.013138255169682277,-0.013310976310359764,-0.013148358341419024,-0.013147471088758472,discovery
8033,-9441.194261419056,-0.013113248258366407,-0.013269727050505617,-0.013123399674295046,-0.013122224206534482,discovery
8103,-9546.176932811659,-0.013087621338016808,-0.01322834988659639,-0.013097935549324069,-0.013096512986660992,discovery
8173,-9651.31417199934,-0.013062136105641903,-0.013187436801993812,-0.013072553753742014,-0.013070942542731001,discovery
8244,-9758.237042948698,-0.013036601458900154,-0.013146404078322576,-0.013046993638499343,-0.01304525691431749,discovery
8316,-9866.829345719456,-0.013010856765862803,-0.013105262171515834,-0.013021275646258528,-0.013019432472264331,discovery
8388,-9975.66115780761,-0.0129853618564881,-0.013064583070542668,-0.012995780332442084,-0.012993852286088254,discovery
8461,-10086.39254492407,-0.012959949926970495,-0.013023802243259209,-0.012970253981152308,-0.01296833116340864,discovery
8534,-10197.577077438096,-0.012935047825304429,-0.012983478793711228,-0.012945222272229735,-0.012943390106403637,discovery
8608,-10310.887381031509,-0.012910487926708306,-0.012943060695319966,-0.012920553789816195,-0.012918798945519326,discovery
8683,-10426.584085969156,-0.012886570333977443,-0.012902557467673966,-0.012896481670047847,-0.012894822654966883,discovery
8758,-10543.324649799433,-0.012863826331133041,-0.012862509345846516,-0.01287355481617406,-0.012872119227754903,discovery
8835,-10664.601085183876,-0.012842062650839706,-0.012821857470527316,-0.01285144342005968,-0.01285036369504803,discovery
8911,-10785.907498665467,-0.012822332245441275,-0.012782185725261633,-0.012831265599024184,-0.012830622377862828,discovery
8989,-10912.188724763484,-0.012803974418991408,-0.012741927947211951,-0.012812439058274939,-0.012812311014752439,discovery
9067,-11040.393572187866,-0.012787602621194629,-0.012702125021831212,-0.012795605525354206,-0.012796023566000854,discovery
9145,-11170.664144963484,-0.012773309338975832,-0.01266276806887153,-0.012780758725256743,-0.012781697353076398,discovery
9225,-11306.197860522323,-0.012760480235119644,-0.01262285619054318,-0.01276753168700741,-0.012768899406811965,discovery
9305,-11443.619949810949,-0.012749373962614406,-0.012583395309157544,-0.012756251125627666,-0.012757894663312671,discovery
9386,-11584.810826986872,-0.012739961676941329,-0.012543891648299521,-0.012746739827318915,-0.01274849885453124,discovery
9467,-11727.99168884713,-0.012732247841437762,-0.012504832419921974,-0.012739091485061527,-0.012740794343062925,discovery
9549,-11874.95240256346,-0.012726091384917863,-0.012465734841667214,-0.012733191480237707,-0.01273470817822647,discovery
9632,-12025.994440309165,-0.01272173333308691,-0.012426606380233195,-0.012729029984681723,-0.01273035777145578,discovery
9716,-12181.154924385271,-0.012719124182262826,-0.01238745430817439,-0.012726528251135547,-0.012727755817999502,discovery
9800,-12338.394398606917,-0.012718020915756655,-0.012348743918170545,-0.012725504618420327,-0.012726648444886916,discovery
9885,-12499.257541469324,-0.012718011288167717,-0.012310013496841602,-0.01272563714417532,-0.012726601257941877,discovery
9971,-12663.456774859373,-0.012718743176532543,-0.012271269872988731,-0.012726575748842985,-0.012727326354121327,discovery
10058,-12830.897037164446,-0.012720072100955103,-0.012232519691276108,-0.012727936307651263,-0.012728575360470895,discovery
10145,-12999.182686583354,-0.012721489686798293,-0.012194207275448276,-0.012729281918729081,-0.012729893267655534,discovery
10233,-13169.632761116018,-0.012722404616190607,-0.012155891109851762,-0.012730152053020699,-0.01273073895905103,discovery
10322,-13341.784530276114,-0.012722373473399313,-0.012117577427238731,-0.012730011613850059,-0.012730554948434815,discovery
10412,-13514.868260510984,-0.012720687317203886,-0.012079272286570616,-0.012728334472204596,-0.012728781921885517,discovery
10502,-13686.66345022546,-0.012717143366494658,-0.012041399979208077,-0.012724747193032532,-0.01272505070924005,discovery
10593,-13858.667611281551,-0.01271138931790581,-0.012003538326963168,-0.012718956304912824,-0.012719100739116852,discovery
10685,-14030.504355043766,-0.012703151955331256,-0.011965693008152792,-0.012710744102275703,-0.012710697956827353,discovery
10778,-14201.896056471238,-0.0126922629466992,-0.011927869537756527,-0.012699859251461599,-0.01269962697972197,discovery
10872,-14372.392610868095,-0.01267841334751467,-0.01189007326964194,-0.012685968842554397,-0.012685602922979057,discovery
10966,-14539.735921472176,-0.012661470760063995,-0.011852704668443398,-0.01266890210196926,-0.012668388113982082,discovery
11061,-14705.00034953512,-0.012640767709515992,-0.011815364530102738,-0.012648215699989893,-0.012647470980447844,discovery
11157,-14867.82986176444,-0.012616138064376163,-0.01177805786598472,-0.012623699360176738,-0.01262264378386878,discovery
11254,-15027.995926286496,-0.012587535327706009,-0.011740789536814877,-0.01259523104923383,-0.01259383339982714,discovery
11352,-15185.26524228624,-0.012554915917287492,-0.011703564255014664,-0.012562730959936574,-0.012561004202003581,discovery
11450,-15337.90740248987,-0.01251866107027665,-0.011666759999271243,-0.012526518926522038,-0.012524479740192846,discovery
11550,-15488.691657051142,-0.012477907382352047,-0.011629630113129598,-0.012485798446701177,-0.012483565373187103,discovery
11650,-15634.735920085435,-0.012433736577170364,-0.011592921573828437,-0.012441351660345995,-0.012439203152564964,discovery
11751,-15777.279258783135,-0.012385680512688655,-0.01155626523743877,-0.01239279544688136,-0.012390959303944961,discovery
11853,-15915.970764130318,-0.012333624046331789,-0.011519665236537744,-0.012340182002523157,-0.012338731512628837,discovery
11956,-16050.605758603011,-0.012277574214766659,-0.011483125570406646,-0.012283616487700166,-0.012282536357074846,discovery
12060,-16181.189467455752,-0.012217700686113758,-0.011446650107439704,-0.0122232514305943,-0.012222502894636614,discovery
12165,-16307.705270458962,-0.012154152576457635,-0.01141024258756976,-0.012159264581307703,-0.012158845260612134,discovery
12270,-16429.150116769684,-0.012087827500913554,-0.011374247478823082,-0.0120924842257892,-0.01209245373921929,discovery
12377,-16548.066644810144,-0.012017777935815132,-0.011337982678401567,-0.012021817471073394,-0.012022283043937418,discovery
12484,-16662.166318041825,-0.011945403526604342,-0.011302129496308226,-0.011948784967096664,-0.011949781882435118,discovery
12593,-16773.482604507022,-0.011869418358531178,-0.011266021058259903,-0.011872264906665752,-0.011873719106887946,discovery
12702,-16880.108577737454,-0.011791446183453288,-0.01123032313226738,-0.011793923955493968,-0.011795739933409282,discovery
12813,-16984.392945263167,-0.011710455544560188,-0.011194383759146892,-0.011712572534324114,-0.011714680807906455,discovery
12924,-17084.514651701487,-0.01162805886287798,-0.011158853497177885,-0.011629876172144336,-0.011632152326984922,discovery
13036,-17181.319752440628,-0.011543566060882256,-0.011123409637833476,-0.011545274345910028,-0.011547568179126702,discovery
13149,-17274.872186681947,-0.011457127726829466,-0.01108805499422556,-0.01145893439046857,-0.011461125249345396,discovery
13263,-17365.684405242966,-0.01136918280826662,-0.01105279227475544,-0.011371047708621932,-0.011373098520818224,discovery
13379,-17454.692586475292,-0.01127915912777456,-0.011017320030492234,-0.011281053201943222,-0.011282994056736396,discovery
13495,-17540.621568027447,-0.011188854996539457,-0.010982252330334119,-0.011190742534435494,-0.011192542860662395,discovery
13612,-17624.110890200784,-0.011097478340884613,-0.010947284035569696,-0.011099605336783537,-0.011101118267430318,discovery
13730,-17705.60551112875,-0.011005378356523743,-0.010912417458865523,-0.011007923119996878,-0.011008967813341201,discovery
13849,-17785.534997236013,-0.0109128782649766,-0.01087765481956354,-0.010915959901068662,-0.010916418673741678,discovery
13970,-17865.036117569973,-0.01081955227049148,-0.01084271109889348,-0.010823151934439921,-0.01082298301282412,discovery
14091,-17942.90618137751,-0.010727044048584334,-0.010808165891271076,-0.010731159454627805,-0.010730361792093523,discovery
14213,-18019.892994077443,-0.0106346591185179,-0.010773730703502375,-0.010639310784676545,-0.01063794430251442,discovery
14337,-18097.087413349356,-0.01054195738505966,-0.010739129952998453,-0.010547003145194711,-0.010545219918736823,discovery
14461,-18173.627828454286,-0.01045067015860787,-0.010704923475358947,-0.010455921390932713,-0.01045383896223344,discovery
14587,-18250.745844775665,-0.010359329402369284,-0.010670561173536042,-0.010364809034900568,-0.010362432112041466,discovery
14713,-18327.510151290095,-0.010269554789491738,-0.010636590081647277,-0.010275286086630793,-0.010272633313833443,discovery
14841,-18405.619639210447,-0.010180185584698735,-0.010602472443304435,-0.010186076116562998,-0.010183280495776542,discovery
14970,-18485.18741998553,-0.010092323377414827,-0.010568480791707002,-0.010098075562787011,-0.01009539440154645,discovery
15100,-18566.719284850893,-0.0100062131597719,-0.010534616422591181,-0.010011553069966152,-0.010009263739659248,discovery
15231,-18650.709157617166,-0.009922079957415854,-0.010500880562477255,-0.009926849120990426,-0.009925128039278785,discovery
15363,-18737.670670215735,-0.009840146307867509,-0.010467274370592607,-0.009844296511046362,-0.009843184723508513,discovery
15497,-18828.661174684996,-0.009759958943138929,-0.010433548691551065,-0.009763554250651252,-0.009763049044314695,discovery
15631,-18923.0767078281,-0.009683037309518736,-0.010400207898041292,-0.009685974445028236,-0.009686120257229501,discovery
15767,-19022.519933788113,-0.009608253359614837,-0.010366755254677998,-0.009610471194011401,-0.009611323725725191,discovery
15904,-19126.315706714093,-0.009536121363206909,-0.010333441813889285,-0.009537673979017818,-0.00953918764811187,discovery
16042,-19234.602627034925,-0.009466631031517011,-0.010300268322097239,-0.009467624594304969,-0.009469674170774347,discovery
16181,-19347.4880262694,-0.009399755338794799,-0.010267235470646563,-0.009400402973584989,-0.009402804513390773,discovery
16322,-19466.342987232347,-0.009335214703608456,-0.010234110307464125,-0.009335710062812103,-0.00933824619295853,discovery
16463,-19590.166981813243,-0.009274161844511075,-0.010201363254018785,-0.009274678472449682,-0.00927713833422093,discovery
16606,-19721.356940792597,-0.009215931608040906,-0.010168530272473658,-0.00921668477881246,-0.00921887617634285,discovery
16751,-19860.90229828177,-0.009160894191201719,-0.010135619668092889,-0.009162028670442041,-0.009163823628445825,discovery
16896,-20007.635553024535,-0.00911003229755895,-0.010103085696216992,-0.009111638831992291,-0.009112964196,discovery
17043,-20164.2636555605,-0.009062818893588707,-0.010070479833896077,-0.009064992376291707,-0.009065721736501145,discovery
17191,-20330.597667957452,-0.009019831727707067,-0.010038027907318831,-0.009022668325966841,-0.009022683123120694,discovery
17340,-20507.640356530523,-0.008981358931050709,-0.010005730031903123,-0.008984928280157647,-0.008984224062721712,discovery
17491,-20698.053745515354,-0.008947620392472105,-0.009973373225494783,-0.008951827247191648,-0.008950513510905055,discovery
17642,-20900.515511829653,-0.008919392416595532,-0.009941386071384825,-0.00892400112789125,-0.008922282581248633,discovery
17796,-21119.91286999185,-0.008896281704509682,-0.009909136619106867,-0.008901061943716315,-0.008899158344704863,discovery
17950,-21352.43403068323,-0.008878727137755855,-0.00987725660356131,-0.008883526885222265,-0.008881593046667725,discovery
18106,-21601.140085136038,-0.008866309744482754,-0.009845331771146885,-0.008871068793586056,-0.008869209574071153,discovery
18263,-21864.667865045383,-0.00885900008628222,-0.009813570053723823,-0.008863576787158108,-0.008861945185806342,discovery
18422,-22144.743563257216,-0.008856568552640075,-0.009781772301407723,-0.008860679541290068,-0.008859450116339575,discovery
18582,-22438.605508750654,-0.008858438608360678,-0.009750141564694718,-0.008862024590986471,-0.008861311840451962,discovery
18743,-22745.86125895867,-0.008864285350800182,-0.009718677392155489,-0.008867257529634465,-0.008867163416131887,discovery
18906,-23068.221595903524,-0.008873902124225569,-0.009687187223261796,-0.008876182952712548,-0.008876765845597262,discovery
19070,-23403.1320617498,-0.008886851921735444,-0.009655867034972669,-0.008888540204505437,-0.00888967903244541,discovery
19236,-23752.04040446077,-0.008902844148416411,-0.009624528516229258,-0.008904114791478675,-0.008905629044692644,discovery
19403,-24112.10133912097,-0.008921373765177808,-0.009593363039715155,-0.008922401276133468,-0.008924192502682341,discovery
19571,-24482.49638920292,-0.008942031053143111,-0.009562369876271305,-0.008942901577868844,-0.008944813203944692,discovery
19741,-24863.806705607116,-0.008964248725008131,-0.009531366954916118,-0.008965289671479566,-0.008967031398996147,discovery
19912,-25253.222860540933,-0.008987615530233417,-0.009500538984345351,-0.008989064427487824,-0.008990414219652762,discovery
20085,-25652.965804696825,-0.009012179395116466,-0.009469707913705558,-0.009014055832608045,-0.009014964313804198,discovery
20260,-26062.521903762812,-0.009037686569962714,-0.009438878962722962,-0.00903999064636275,-0.009040477788717353,discovery
20436,-26478.9643904696,-0.009063734063832946,-0.009408230335908565,-0.009066467000790578,-0.009066532014153379,discovery
20613,-26901.743855424662,-0.009090099318536216,-0.009377760979915646,-0.009093275762871337,-0.009092901357788253,discovery
20792,-27333.044133571195,-0.009116824672117201,-0.009347300641001281,-0.009120406557373851,-0.009119623921938708,discovery
20973,-27772.62410019472,-0.009143786578068728,-0.009316854068179944,-0.009147700733715914,-0.009146609697822375,discovery
21155,-28217.76788110433,-0.009170713208031553,-0.009286591189760825,-0.009174807506702595,-0.009173539660920197,discovery
21338,-28667.857655597312,-0.00919739149946383,-0.009256510773547496,-0.009201485709172607,-0.009200218921241314,discovery
21524,-29126.989277382105,-0.009223826406011873,-0.009226288475613383,-0.009227776885230677,-0.009226664673295677,discovery
21711,-29589.093567600066,-0.009249365046444328,-0.009196253568835114,-0.009253211219006316,-0.009252252800043909,discovery
21899,-30054.00440509095,-0.009273974989712786,-0.009166404664428328,-0.009277718069900237,-0.009276867351175016,discovery
22089,-30524.385166348395,-0.009297856565174524,-0.009136584328695664,-0.009301442743605084,-0.009300721357976065,discovery
22281,-31000.125266039933,-0.00932097688111625,-0.009106796543909224,-0.009324444489722358,-0.009323876822231581,discovery
22474,-31479.11780600439,-0.009343336453622838,-0.009077197644951544,-0.00934666760098245,-0.009346288572147185,discovery
22670,-31966.69594274695,-0.00936527361060278,-0.009047484656641607,-0.009368346126929999,-0.00936819989827641,discovery
22866,-32454.495930079298,-0.009386194934746028,-0.009018113420485913,-0.009389075682057737,-0.009389115649160526,discovery
23065,-32949.266979827706,-0.009406229459491626,-0.008988635318919424,-0.009409017351499193,-0.009409157883729546,discovery
23265,-33445.490786879425,-0.009425035354388938,-0.008959350092814861,-0.009427749006950606,-0.009427954307823123,discovery
23467,-33944.57724999272,-0.009442435877919647,-0.008930112130595637,-0.009445126037434047,-0.009445366069027234,discovery
23671,-34445.68716736528,-0.009458231615141612,-0.00890092469863289,-0.009460901124669054,-0.009461110326616362,discovery
23877,-34947.70140972038,-0.009472158952542569,-0.008871790954630308,-0.009474847287164122,-0.009474995877726686,discovery
24084,-35447.4879117142,-0.009484021618752447,-0.008842852937471241,-0.009486717363682501,-0.009486854689167153,discovery
24293,-35947.092462574525,-0.009493842956244005,-0.008813971399110087,-0.00949641382626339,-0.009496628476703666,discovery
24504,-36445.51461478518,-0.009501422081966663,-0.008785149234252419,-0.009503751659912761,-0.009504144903945954,discovery
24717,-36941.36880099374,-0.009506471424606488,-0.008756389237095416,-0.009508483072582431,-0.009509127337293515,discovery
24931,-37430.414305846476,-0.009508567331690226,-0.008727826800556898,-0.009510286465443411,-0.009511165452027938,discovery
25148,-37915.351570798026,-0.009507359362334602,-0.00869919759671335,-0.009508848525721918,-0.009509860618366884,discovery
25366,-38389.738984582786,-0.00950248465902874,-0.00867076803227602,-0.009503947628978198,-0.009504931937136725,discovery
25586,-38855.38296388586,-0.009493964434252305,-0.008642407871896534,-0.0094955121374842,-0.009496327818255646,discovery
25809,-39314.25594379729,-0.009481854663959352,-0.008613992800743094,-0.009483544448784725,-0.00948414863530145,discovery
26033,-39762.42052128994,-0.009466435637682749,-0.008585779933703502,-0.009468259392365948,-0.009468662835851033,discovery
26259,-40201.92406942505,-0.009447775483905659,-0.008557643304174961,-0.009449686456625455,-0.009449910946870156,discovery
26487,-40632.355087423115,-0.009425900213844112,-0.008529585023312733,-0.009427873055894664,-0.009427987222990437,discovery
26717,-41053.731549086326,-0.009400936137563046,-0.00850160711943011,-0.009402892916628772,-0.009402972648042887,discovery
26949,-41466.05664432328,-0.009373002978111415,-0.008473711539909569,-0.009374876300860159,-0.009374949429648173,discovery
27183,-41869.077209682575,-0.009342160225287431,-0.008445900153097858,-0.009343977184965326,-0.009344034897299142,discovery
27419,-42262.65018029872,-0.009308491568293603,-0.008418174750183511,-0.009310314466551319,-0.00931032886786992,discovery
27657,-42646.83100845392,-0.009272122499137348,-0.008390537047055443,-0.009273950424399161,-0.009273880436727722,discovery
27897,-43020.95774642656,-0.009233020948445128,-0.008362988686141371,-0.009234921330430995,-0.009234723426085127,discovery
28139,-43384.98599041,-0.00919129007041528,-0.008335531238224904,-0.009193275416957416,-0.009192938305321863,discovery
28384,-43740.269927862784,-0.0091468395634473,-0.00830805470343544,-0.009148887255849598,-0.00914841439162885,discovery
28630,-44083.03037337762,-0.00909995865799633,-0.008280784801805266,-0.00910216116835307,-0.009101499404549341,discovery
28879,-44415.84515605222,-0.00905033602692779,-0.008253501158298858,-0.009052726805519043,-0.009051830049019997,discovery
29129,-44736.06668680906,-0.008998485761948291,-0.008226424209725032,-0.00900098604486474,-0.008999919322921176,discovery
29382,-45046.08855055805,-0.008944067221692498,-0.008199338545141042,-0.008946572244523682,-0.008945433118180213,discovery
29637,-45344.29198889686,-0.008887329149852793,-0.008172354237189837,-0.008889799934582788,-0.008888658476298522,discovery
29895,-45632.20124836791,-0.008828228847907375,-0.008145368368371868,-0.008830595831876314,-0.008829524365591361,discovery
30154,-45908.109461877524,-0.008767424057244663,-0.008118591136807955,-0.008769594473313672,-0.008768656134511497,discovery
30416,-46174.38901263549,-0.008704583751256111,-0.008091816695149348,-0.008706495830188933,-0.008705731164652052,discovery
30680,-46429.66654081191,-0.008639975911330375,-0.008065149896406816,-0.008641689306072231,-0.00864112079411108,discovery
30947,-46675.516355380045,-0.008573562116556369,-0.008038492286988937,-0.008575055915782392,-0.008574698871401568,discovery
31215,-46910.45166534561,-0.008505984863767593,-0.008012044297678425,-0.008507194560792557,-0.008507050555078458,discovery
31486,-47135.558557388234,-0.008436696403045268,-0.007985609232472676,-0.00843767461056175,-0.008437723786586266,discovery
31760,-47350.95207716419,-0.00836580957995068,-0.007959191115651245,-0.008366571825036957,-0.008366830236644182,discovery
32036,-47556.47825498479,-0.008293775174190079,-0.007932888595352426,-0.008294278193253691,-0.008294798588592717,discovery
32314,-47752.80277045877,-0.008220775454728532,-0.007906702158089687,-0.008221003641317897,-0.008221781394307782,discovery
32594,-47940.914709366356,-0.008147039543610105,-0.007880632248041215,-0.00814702310621773,-0.008148026436560605,discovery
32877,-48123.09973421243,-0.008072635085560144,-0.00785458777065612,-0.008072387487995429,-0.008073603946479482,discovery
33163,-48300.4324027768,-0.007997795631248906,-0.007828572263110099,-0.007997426650718441,-0.0079988069069593,discovery
33451,-48474.408880122115,-0.007923167985206815,-0.007802678537279534,-0.007922713994860357,-0.00792418876883897,discovery
33741,-48646.42778897121,-0.007848994591294522,-0.007776906799621586,-0.007848510006933393,-0.007849996598748904,discovery
34034,-48817.378703239585,-0.007775081750146413,-0.007751169891090891,-0.007774762657081456,-0.007776096096103303,discovery
34330,-48988.36924218139,-0.007701623384683142,-0.007725470980675592,-0.007701629758398104,-0.007702641725478627,discovery
34628,-49160.55759156601,-0.007629141796731079,-0.007699898448554573,-0.007629478621556324,-0.007630143969382051,discovery
34928,-49334.83697460077,-0.007557760405363229,-0.007674452290449424,-0.007558398276247277,-0.007558786529903682,discovery
35232,-49513.215926772245,-0.007487126814317712,-0.007648965769066617,-0.007487974415787082,-0.007488143271667478,discovery
35538,-49694.41560722425,-0.007417680331153863,-0.007623609382226821,-0.007418656219041146,-0.007418663820130688,discovery
35846,-49877.58098627276,-0.007349272180395907,-0.007598382964792325,-0.007350346347100895,-0.007350239108799897,discovery
36157,-50062.28190992352,-0.0072815201828379415,-0.007573205840695575,-0.0072827211006208275,-0.0072824871008425355,discovery
36471,-50248.05728070563,-0.007214359307688911,-0.007548080589619941,-0.007215745188360012,-0.007215333036737867,discovery
36788,-50435.70467509019,-0.007147905897115637,-0.00752300970143996,-0.007149481423570013,-0.007148842350264969,discovery
37108,-50626.23848355699,-0.0070823003193920455,-0.007497995578017229,-0.007084074089709036,-0.0070832191043254215,discovery
37430,-50820.92206229124,-0.007017990882727598,-0.007473117346097401,-0.007019900129038545,-0.007018903977234749,discovery
37755,-51021.83294814605,-0.00695495532381068,-0.007448298640202947,-0.006956938396831452,-0.006955855229873041,discovery
38083,-51230.40673053972,-0.006893361825217124,-0.007423541638341043,-0.006895388117358535,-0.006894253562441211,discovery
38413,-51447.961866364465,-0.00683362015955205,-0.007398922606171339,-0.006835665898441486,-0.006834526936427,discovery
38747,-51679.15615014265,-0.006775764287028864,-0.007374294362091786,-0.006777702083109356,-0.006776598147120388,discovery
39083,-51924.656362789596,-0.00672034845438914,-0.007349806343256311,-0.006722167398075867,-0.006721171771123994,discovery
39423,-52189.023593197286,-0.006667371689915898,-0.007325314659163481,-0.006669030954860038,-0.006668230897528511,discovery
39765,-52472.83977861222,-0.0066173344980001774,-0.007300965191308985,-0.00661880750612358,-0.0066182142196923675,discovery
40110,-52778.34506087229,-0.006570172546785984,-0.007276687230685856,-0.006571396279787279,-0.006570990810120783,discovery
40458,-53104.981531645375,-0.0065257231785120495,-0.007252482453668587,-0.00652673496813171,-0.006526526838617773,discovery
40810,-53453.56791343761,-0.006483758145413258,-0.007228284122424325,-0.006484606949268548,-0.006484578909636794,discovery
41164,-53822.26121297467,-0.006444445946634963,-0.007204231260808766,-0.0064452038519086235,-0.006445282627077622,discovery
41521,-54213.41736822782,-0.006407742886944162,-0.007180256195049334,-0.006408433840388089,-0.006408581446747398,discovery
41882,-54630.21896715165,-0.006373703001145197,-0.0071562943452054915,-0.006374256165885984,-0.006374525328387755,discovery
42246,-55072.245313473715,-0.00634241113766354,-0.0071324145828973165,-0.006342761610700278,-0.0063432086395181315,discovery
42612,-55537.280151084415,-0.00631374052151956,-0.007108682630706623,-0.006313933961012842,-0.006314566026049324,discovery
42982,-56028.31710071501,-0.006287494934819707,-0.00708497001256607,-0.006287540211458745,-0.006288347180292847,discovery
43356,-56546.76650666562,-0.00626374349088372,-0.007061280120263351,-0.006263644300426089,-0.006264578750679294,discovery
43732,-57091.80751335621,-0.0062427333315680815,-0.007037740717734798,-0.006242532019625666,-0.006243526277413874,discovery
44112,-57668.37042406501,-0.006224472553429108,-0.007014227607032235,-0.006224244326247747,-0.006225259684466866,discovery
44495,-58276.181179543986,-0.0062090372908861794,-0.006990804713309289,-0.006208856830576767,-0.0062098346619546664,discovery
44881,-58914.86348444817,-0.00619628076588673,-0.006967472937543617,-0.00619623352402168,-0.006197085430294946,discovery
45271,-59586.37898844405,-0.00618609895443388,-0.006944173737221796,-0.006186185831411125,-0.006186877140685737,discovery
45664,-60290.10682160343,-0.006178529522694773,-0.006920968689390438,-0.0061786931419285495,-0.006179254746153655,discovery
46061,-61028.920935467235,-0.006173559633367115,-0.006897800505714741,-0.006173830206035411,-0.006174292413044293,discovery
46460,-61801.37376330508,-0.006171337825430225,-0.0068747865804570886,-0.006171746952054481,-0.006172094146921938,discovery
46864,-62615.17722776183,-0.006171924185532593,-0.006851755501302937,-0.006172478163767469,-0.00617264545786342,discovery
47271,-63465.92131500121,-0.00617516269572579,-0.006828823852453896,-0.006175944198894175,-0.006175877078503146,discovery
47681,-64353.66551463696,-0.006180950365847832,-0.006805992139620889,-0.006181949978421569,-0.006181659351354401,discovery
48095,-65279.72360805108,-0.006189113018537722,-0.006783206110902312,-0.006190284685185377,-0.006189826446661486,discovery
48513,-66242.68673911854,-0.006199415444895431,-0.006760468104206073,-0.006200709052403073,-0.0062001343597758015,discovery
48934,-67237.79695351789,-0.006211513005646921,-0.0067378338238815215,-0.006212917842630428,-0.006212241835393802,discovery
49359,-68265.13438989705,-0.006225144271127705,-0.006715250749145398,-0.006226632783101848,-0.006225864093776095,discovery
49788,-69322.44931333544,-0.006240032872745832,-0.006692720996955723,-0.006241570052229043,-0.006240768233796502,discovery
50220,-70406.00784899655,-0.006255969995926267,-0.006670298207917556,-0.0062574799198197575,-0.00625672373260884,discovery
50656,-71517.77554005999,-0.006272889800556888,-0.006647931540984433,-0.006274277223574418,-0.006273627575737493,discovery
51096,-72656.89513398404,-0.0062906638743071485,-0.00662562290656383,-0.00629191243500422,-0.006291432498243584,discovery
51539,-73821.531798321,-0.006309269387402861,-0.006603423960040007,-0.006310323997575968,-0.00631004603510305,discovery
51987,-75016.39590904885,-0.006328693458975866,-0.0065812362523704,-0.0063295758398694574,-0.006329479578958863,discovery
52438,-76235.92383940963,-0.006348783079641759,-0.00655916054908456,-0.006349545573070418,-0.006349572897759572,discovery
52894,-77484.56031472949,-0.006369503148876342,-0.0065371005886778605,-0.006370256841830445,-0.006370302826991038,discovery
53353,-78756.06518210316,-0.006390660447886441,-0.006515154704882252,-0.006391522513810218,-0.0063914849250038324,discovery
53816,-80053.23513615449,-0.006412269477837259,-0.006493275755514831,-0.0064132674124898125,-0.006413114515307767,discovery
54284,-81378.83117766643,-0.006434335247737936,-0.0064714187672133515,-0.006435402853520938,-0.006435168463345505,discovery
54755,-82725.43811879514,-0.006456592851436243,-0.006449678536397221,-0.0064576691094498,-0.006457430834445618,discovery
55230,-84092.85950311873,-0.006478829570136969,-0.006428009420238365,-0.006479881332442107,-0.006479697456724513,discovery
55710,-85479.61002300223,-0.006500739968181528,-0.006406367872290783,-0.006501748938145826,-0.00650162068795974,discovery
56194,-86877.27232648771,-0.006521856762091616,-0.006384800981420001,-0.006522789418513512,-0.0065227357324626365,discovery
56682,-88279.56063667743,-0.0065417269740131725,-0.006363309892770518,-0.006542528506468892,-0.006542609028332289,discovery
57174,-89679.48440639993,-0.006559870058390913,-0.0063418956974916375,-0.0065605328916773535,-0.0065607505663989665,discovery
57670,-91069.87769481899,-0.006575818629155503,-0.006320559434154541,-0.006576462380479362,-0.006576719432303069,discovery
58171,-92449.77708911464,-0.006589403068630985,-0.006299259824570927,-0.006590098216101071,-0.006590292221839738,discovery
58676,-93813.8411240091,-0.00660048986096554,-0.0062780410585141985,-0.00660123289244489,-0.006601376614986779,discovery
59185,-95160.99996193222,-0.006609087764735711,-0.0062569040069501225,-0.006609743472491253,-0.006609944071733897,discovery
59699,-96490.18540962407,-0.006615041242918553,-0.006235808692483343,-0.006615563714337814,-0.006615893908414227,discovery
60218,-97798.9783531776,-0.006618275276634592,-0.006214757323413355,-0.00661865805631383,-0.006619100811338263,discovery
60741,-99082.89901613812,-0.006618747273193014,-0.006193791882157407,-0.0066190490294597455,-0.006619567502031964,discovery
61268,-100343.23049375748,-0.006616640261808206,-0.006172913024449411,-0.006616818736519235,-0.006617418553323415,discovery
61800,-101581.91114829792,-0.006612012511577212,-0.006152082438504107,-0.006612073449542433,-0.006612748551689029,discovery
62337,-102798.2697692465,-0.0066049108223950785,-0.006131302062777912,-0.006604952238007975,-0.00660561946982282,discovery
62878,-103991.23203875378,-0.00659551396897292,-0.006110611784475997,-0.006595654305587082,-0.0065962165213762965,discovery
63424,-105167.0617962923,-0.006584143654812379,-0.006089974490756283,-0.006584388877813484,-0.006584814876139342,discovery
63975,-106329.08673884456,-0.006571078295249063,-0.00606939192582699,-0.006571410217761677,-0.006571691467993386,discovery
64530,-107477.24132403906,-0.006556529400203939,-0.006048902468369016,-0.006557027428126412,-0.006557129153073611,discovery
65090,-108619.25324091027,-0.006540868309737508,-0.006028470170115555,-0.0065415349890977905,-0.0065414509445796696,discovery
65656,-109763.63702882119,-0.006524494334804556,-0.006008060746579243,-0.0065252772092716715,-0.006525064243744305,discovery
66226,-110913.8239253081,-0.0065079302753941574,-0.005987747813163555,-0.006508751304866414,-0.006508469380998753,discovery
66801,-112079.27801285361,-0.006491586955735287,-0.0059674965377164435,-0.006492403103753989,-0.006492086072658373,discovery
67381,-113266.99954456027,-0.006475856522743383,-0.005947308300568107,-0.006476667720643581,-0.006476358193260945,discovery
