n,direct,fft,absolute_error
4,-0.4804530139182014,-0.4804530139194867,1.2853051956085437e-12
5,-0.761500010418809,-0.7615000104192823,4.732880753977042e-13
6,0.0,0.0,0.0
10,-1.4133956194204773,-1.4133956194227721,2.2948309919001986e-12
20,5.196267790996932,5.196267790996217,7.149836278586008e-13
5000,8789.975676659022,8789.975676659024,1.8189894035458565e-12
10000,-16824.86685400219,-16824.86685400219,0.0
