n,direct,fft,absolute_error
4,0.4804530139182014,0.48045301391539397,2.8074209623696333e-12
5,1.523000020837618,1.523000020837582,3.597122599785507e-14
6,2.167854988648985,2.1678549886460132,2.971844992316619e-12
10,7.826798026608958,7.826798026606411,2.546407529280259e-12
20,22.437148420499195,22.43714842049667,2.525979425627156e-12
5000,8873.598448423245,8873.598448423241,3.637978807091713e-12
10000,16855.213722554072,16855.213722554065,7.275957614183426e-12
