x,c2,observed_z1,split
1581,103187.70841578674,-0.015281812949534299,discovery
1595,105031.00348181411,-0.015228172902487345,discovery
1609,106890.540443765,-0.015176475194413399,discovery
1623,108766.32026420045,-0.015126642641121554,discovery
1637,110658.36428553279,-0.015078293568797998,discovery
1651,112566.69953453995,-0.015030980246057918,discovery
1665,114491.35621917993,-0.014984230094595152,discovery
1680,116571.62942087621,-0.014934329214062946,discovery
1694,118530.1999203724,-0.014887210565547176,discovery
1709,120646.89643177792,-0.014835711188467321,discovery
1724,122782.4322127396,-0.014783457085028782,discovery
1739,124936.85215315095,-0.014729870787040855,discovery
1754,127110.15508405608,-0.014675031548609104,discovery
1769,129302.3490997774,-0.014618890438342382,discovery
1785,131661.51980150852,-0.014557531281086977,discovery
1800,133892.74600377533,-0.014499014985673436,discovery
1816,136293.54092676973,-0.014435382375932164,discovery
1832,138715.81146739086,-0.014370765704081223,discovery
1847,141006.1703974671,-0.01430964209146077,discovery
1864,143624.6819106497,-0.014239999649856823,discovery
1880,146111.26317487797,-0.014174145997880474,discovery
1896,148619.25299467164,-0.014108281062293138,discovery
1913,151307.5014089638,-0.014037683678088216,discovery
1929,153859.72398044186,-0.013970930591656149,discovery
1946,156594.96415118343,-0.013899523315281648,discovery
1963,159354.41650219657,-0.013827696464194485,discovery
1980,162138.03525849438,-0.013756001044333176,discovery
1997,164945.79589201167,-0.013684721921766362,discovery
2014,167777.6115205041,-0.013614819300551948,discovery
2032,170802.16406039585,-0.013542914156275268,discovery
2049,173683.36416962335,-0.013477236151411909,discovery
2067,176760.2311366474,-0.013409402099750651,discovery
2085,179864.07738458202,-0.013342782106852328,discovery
2103,182994.8524524771,-0.013277867207248946,discovery
2122,186328.7671074688,-0.013211209041693988,discovery
2140,189514.88823634933,-0.013149717149353507,discovery
2159,192907.2551196285,-0.013086248230064814,discovery
2177,196148.79304459877,-0.013027281774821183,discovery
2196,199599.6800227561,-0.01296616322999706,discovery
2215,203080.6182291516,-0.012906200066108283,discovery
2235,206777.14674151945,-0.012845073752396068,discovery
2254,210319.59039881418,-0.01278904563818847,discovery
2274,214080.84007351066,-0.012732128970007132,discovery
2293,217684.77029311948,-0.012679957900450548,discovery
2313,221510.71206033742,-0.012627246981099505,discovery
2333,225369.850826881,-0.012576396711564942,discovery
2354,229457.68540944322,-0.01252484857904675,discovery
2374,233384.91060848045,-0.012477348840973236,discovery
2395,237544.23746317846,-0.012429192356249636,discovery
2415,241539.56494532328,-0.012384700581742104,discovery
2436,245770.4497054877,-0.012339181379460107,discovery
2457,250038.0351540473,-0.012294550271776337,discovery
2479,254548.2453444827,-0.01224837556237602,discovery
2500,258891.12977547187,-0.012204295129558304,discovery
2522,263480.3473600033,-0.012157720005170377,discovery
2544,268110.02290847036,-0.012110691790558669,discovery
2566,272780.13954092923,-0.012063368469645085,discovery
2588,277490.6562111074,-0.012016083606556708,discovery
2611,282458.4406520033,-0.01196702210389107,discovery
2633,287251.504886696,-0.011920496886268183,discovery
2656,292305.4882624408,-0.011872958140121601,discovery
2679,297403.4115506741,-0.011827013659834693,discovery
2703,302769.76415051613,-0.011781190952238816,discovery
2726,307957.3052726819,-0.01173955533723156,discovery
2750,313417.21044852503,-0.011697815590496688,discovery
2774,318925.0590365266,-0.01165688224991604,discovery
2798,324480.88658895274,-0.01161649381571615,discovery
2822,330084.6995581727,-0.01157659587809855,discovery
2847,335973.08679049334,-0.011535178996323572,discovery
2871,341675.00975218054,-0.011495349574929838,discovery
2896,347665.71213102934,-0.011453265345792173,discovery
2921,353708.71312541096,-0.011410261424809921,discovery
