x,c2,observed_z1,split
116167,562212482.2261808,-0.0017598790895251132,validation
117175,572012759.001261,-0.0017393935561586156,validation
118193,581996174.4668374,-0.0017196900945835776,validation
119219,592145389.5271935,-0.0017011323214027498,validation
120254,602472464.6977816,-0.0016839646948642178,validation
121298,612979712.0580337,-0.0016685352930658896,validation
122352,623679662.7960665,-0.0016550849021591146,validation
123414,634554384.6724749,-0.001643538341666764,validation
124486,645626749.5855467,-0.0016337781151829589,validation
125566,656878514.7455587,-0.0016256644795763474,validation
126657,668343503.4339976,-0.0016190923241393208,validation
127756,679992779.8174794,-0.0016139888616923037,validation
128866,691860752.5193658,-0.0016103614879920546,validation
129985,703928809.9356251,-0.0016081857860483799,validation
131113,716199476.6598482,-0.001607261485494445,validation
132252,728697337.1728983,-0.0016074064686727458,validation
133400,741403292.1077957,-0.00160857518637317,validation
134559,754342349.4432893,-0.001610717881193037,validation
135727,767495077.9348612,-0.001613772995979219,validation
136905,780875510.3976178,-0.0016177617920403497,validation
138094,794498102.050127,-0.0016225799150345953,validation
139293,808354532.8214684,-0.0016278629850808766,validation
140503,822459522.3803768,-0.0016333126742915285,validation
141723,836804594.8262672,-0.0016388059593895152,validation
142953,851392817.9261737,-0.00164400801050404,validation
144194,866239300.1162086,-0.0016485923442843848,validation
145447,881359582.8336058,-0.0016524143154706163,validation
146709,896720745.3693452,-0.0016555866540361956,validation
147983,912362615.5060573,-0.001658205360576452,validation
149268,928276571.9794536,-0.0016603779126607803,validation
150564,944466146.5649343,-0.001662152116854417,validation
151872,960947565.8929267,-0.0016634112121754088,validation
153190,977699242.6471739,-0.0016638624898832313,validation
154521,994763126.8658342,-0.0016630721519904454,validation
155862,1012104606.2324982,-0.0016606817732454377,validation
157216,1029766355.5405798,-0.0016564049042122348,validation
158581,1047726363.4398961,-0.0016500521361589669,validation
159958,1066001728.6437178,-0.0016414513251185188,validation
161347,1084596584.3536277,-0.001630656586020755,validation
162748,1103515103.3571959,-0.0016176668836981008,validation
164161,1122761493.0613298,-0.0016025041951933836,validation
165586,1142339993.3042488,-0.0015852445276977947,validation
167024,1162268792.1611552,-0.0015660416680702413,validation
168474,1182538502.7554307,-0.0015452926420737663,validation
169937,1203167612.1735005,-0.0015233979238839651,validation
171413,1224160836.6973586,-0.001500952428391182,validation
172901,1245508531.4485087,-0.0014784642604179336,validation
174402,1267229670.9556441,-0.0014562463497829147,validation
175917,1289343769.869412,-0.0014346013047197457,validation
177444,1311826521.4329467,-0.0014140099574096873,validation
178985,1334712308.3926983,-0.0013947987254213853,validation
180539,1357991452.8064857,-0.0013772796815104873,validation
182106,1381668999.0879107,-0.0013614734801714737,validation
183688,1405780638.1443834,-0.0013475064313771658,validation
185283,1430301408.929586,-0.0013354970018458212,validation
186891,1455236484.6232204,-0.0013255055533560648,validation
188514,1480622516.2856321,-0.0013173613492062338,validation
190151,1506449758.8607235,-0.001310830044349293,validation
191802,1532723950.9728737,-0.0013057431345981658,validation
193468,1559467000.942462,-0.001301947907710067,validation
195147,1586652648.57088,-0.001299218510313089,validation
196842,1614335576.6970263,-0.0012973017428637018,validation
198551,1642489480.7311878,-0.001296101708088108,validation
200275,1671137036.527873,-0.001295526787787649,validation
202014,1700284718.8560333,-0.0012954442729881757,validation
203768,1729939046.5325375,-0.0012958603326805778,validation
205538,1760123718.3017921,-0.0012968185956220941,validation
207322,1790811244.1907454,-0.0012984860105690666,validation
209122,1822042706.4000711,-0.001300974705578566,validation
210938,1853825311.082758,-0.001304186983816862,validation
212770,1886166350.7084684,-0.001307801959965265,validation
214617,1919055309.0656328,-0.0013114019130691715,validation
216481,1952535210.292902,-0.001314788440117034,validation
218360,1986577590.4543648,-0.0013179102620592732,validation
220256,2021226190.9532766,-0.0013208921679003789,validation
222169,2056489065.832385,-0.0013237741360486988,validation
224098,2092355682.9318838,-0.0013264482812655294,validation
226044,2128852605.2919807,-0.0013288171188616154,validation
228007,2165988113.5094976,-0.001330796782256212,validation
229986,2203751398.3007174,-0.0013322857763325036,validation
231983,2242189066.0126925,-0.0013330446259773008,validation
233998,2281310161.1904707,-0.0013325863421071614,validation
236029,2321084444.325818,-0.0013306997057653635,validation
238079,2361579561.2438974,-0.00132739248061973,validation
240146,2402765198.2534275,-0.0013229622159488018,validation
242231,2444670286.1476336,-0.0013177783453424841,validation
244335,2487324547.659127,-0.0013120362394617826,validation
246456,2530696891.8213043,-0.0013058463035375487,validation
248596,2574837755.3013535,-0.0012992927833772535,validation
250755,2619757306.439249,-0.0012923646562561294,validation
252932,2665444746.5804815,-0.0012848986074155439,validation
255128,2711931151.905594,-0.001276761916049195,validation
257343,2759226960.533107,-0.0012679281457131679,validation
259578,2807364336.6866684,-0.0012583323986223658,validation
261832,2856332634.8906384,-0.0012480224160077709,validation
264105,2906142546.296835,-0.0012371421056870287,validation
266399,2956849233.5991764,-0.0012259485264129047,validation
268712,3008419924.4905148,-0.0012146889626693507,validation
271045,3060888192.005377,-0.001203368660585892,validation
273398,3114265727.9992332,-0.001191806222516298,validation
275772,3168587313.4513683,-0.0011797669031505596,validation
278167,3223865424.3410816,-0.0011671884392826083,validation
280582,3280089273.8886337,-0.0011539588236036192,validation
283018,3337294529.4041367,-0.0011400519732602712,validation
285476,3395517785.885128,-0.0011253859815912456,validation
287955,3454748584.145363,-0.0011098844582024354,validation
290455,3514999939.0760307,-0.0010935846570436832,validation
292977,3576309352.6213627,-0.001076756307744354,validation
295521,3638690663.204052,-0.0010596294346693934,validation
298087,3702157793.0832386,-0.0010426511571624897,validation
300675,3766724769.726288,-0.0010263417063584145,validation
303286,3832430997.172058,-0.0010112985260987985,validation
305919,3899265892.81316,-0.0009980906534670445,validation
308576,3967295298.8254395,-0.000987043286682033,validation
311255,4036483237.112667,-0.0009783417193590825,validation
313958,4106896702.278324,-0.0009722657682249226,validation
316684,4178525444.763235,-0.000969154788432408,validation
319434,4251411696.204115,-0.0009692366915511711,validation
322207,4325545090.982574,-0.0009724749364316409,validation
325005,4400995781.157747,-0.0009785216685987818,validation
327827,4477753986.20381,-0.0009869986183342957,validation
330673,4555836704.58651,-0.0009974582205017405,validation
333545,4635316677.849461,-0.0010094208190762092,validation
336441,4716156590.277767,-0.0010223698603302564,validation
339362,4798402174.627203,-0.0010358681275332003,validation
342309,4882100296.69367,-0.001049463612596712,validation
345281,4967241401.876642,-0.0010628368567341944,validation
348279,5053873137.769325,-0.001075743721740659,validation
351303,5142015061.837706,-0.0010878559072947656,validation
354354,5231716431.408154,-0.0010988511279545214,validation
357430,5322938363.76371,-0.0011083305125768118,validation
360534,5415790327.157711,-0.0011158235124683297,validation
363664,5510233534.583963,-0.001120973020253253,validation
366822,5606349507.27837,-0.0011236781493750355,validation
370007,5704129562.750948,-0.001123831978777983,validation
373220,5803626349.173344,-0.0011213163395680395,validation
376461,5904862318.621372,-0.0011164015172296323,validation
379730,6007860112.547985,-0.001109374815641373,validation
383027,6112642588.218739,-0.0011004275300551818,validation
386353,6219264968.7828865,-0.0010898478853975907,validation
389707,6327718839.664238,-0.0010779218685504925,validation
393091,6438093124.44561,-0.0010649789081223669,validation
396504,6550380131.435715,-0.001051185740585239,validation
399947,6664637976.490032,-0.0010364074919892304,validation
403420,6780892514.052723,-0.0010205631824686191,validation
406923,6899169773.620857,-0.0010037694622336605,validation
410456,7019495935.9179535,-0.0009864186324271976,validation
414020,7141931879.284607,-0.0009689891624073792,validation
417615,7266505120.406197,-0.0009518780699639778,validation
421241,7393243430.890991,-0.0009354084007093508,validation
424899,7522210251.400089,-0.0009198087143134249,validation
428588,7653399064.855957,-0.0009052886191768181,validation
432309,7786874414.399525,-0.0008920642533637138,validation
436063,7922702350.11705,-0.000880284669465607,validation
439850,8060913889.30518,-0.0008697391358147552,validation
443669,8201503364.779312,-0.0008601760915753385,validation
447521,8344538682.877216,-0.0008513552091605142,validation
451407,8490089336.19239,-0.0008429308998704117,validation
455326,8638150455.318302,-0.0008347524837622118,validation
459280,8788830932.818005,-0.0008267622043645666,validation
463268,8942126715.900837,-0.0008190999239835567,validation
467291,9098110499.41272,-0.0008122042044390865,validation
471348,9256778056.020454,-0.0008065129225686793,validation
475441,9418243007.159748,-0.0008022912837092744,validation
479569,9582502202.973717,-0.000799555292904748,validation
483733,9749632094.854069,-0.0007981857110075588,validation
487933,9919670189.011604,-0.0007980414913769131,validation
492170,10092695278.163635,-0.000799134578606498,validation
496444,10268746540.585217,-0.0008014562054738572,validation
500754,10447821795.35173,-0.0008049199592625224,validation
505102,10630044080.393044,-0.0008092953869037759,validation
509488,10815454753.493496,-0.0008144021540053126,validation
513912,11004095506.620388,-0.0008201410856879696,validation
518374,11196008388.675415,-0.0008264282650294169,validation
522875,11391279375.2221,-0.0008332001389676685,validation
527415,11589952439.171516,-0.0008402036991320015,validation
531995,11792116323.994423,-0.0008470480575676399,validation
536614,11997772269.505486,-0.0008533360977241624,validation
541274,12207055635.251663,-0.0008587986626330734,validation
545973,12419923259.952492,-0.0008632962286414687,validation
550714,12636558667.677353,-0.0008667802826318462,validation
555496,12856965335.071625,-0.0008693191783860821,validation
560319,13081192254.510063,-0.0008710018463469454,validation
565184,13309335908.626884,-0.0008719785769663141,validation
570092,13541494821.279533,-0.0008724264449884066,validation
575042,13777673730.48954,-0.0008726023080359697,validation
580035,14017972904.267944,-0.0008726109744678432,validation
585072,14262494739.615799,-0.0008725308706236387,validation
590152,14511245486.570724,-0.0008723171548733169,validation
595276,14764329451.341476,-0.0008717760433346478,validation
600445,15021853131.221947,-0.0008707102191808415,validation
605658,15283824301.050087,-0.0008689395181662881,validation
610917,15550402226.075706,-0.0008662709041134278,validation
616222,15821647506.83879,-0.000862486636411854,validation
621573,16097621305.9962,-0.0008573135175833336,validation
626970,16378385388.82714,-0.0008503452444155884,validation
632414,16664054661.80098,-0.0008413726719545954,validation
637905,16954693083.142853,-0.0008304929332596309,validation
643444,17250418753.093292,-0.0008178574007198889,validation
649031,17551297995.348816,-0.0008038143313246054,validation
654666,17857397646.247604,-0.0007888154323289151,validation
660351,18168895217.262238,-0.000773211029977413,validation
666085,18485806096.73262,-0.0007573400641327689,validation
671868,18808200384.46238,-0.0007414768982973883,validation
677702,19136261706.734352,-0.0007259217843748253,validation
683587,19470064273.096672,-0.0007109776171225675,validation
689522,19809625519.972206,-0.0006968686321472159,validation
695509,20155135459.17797,-0.0006837275795505325,validation
701548,20506671844.96524,-0.0006716538368708571,validation
707640,20864372087.39038,-0.0006607228240982281,validation
713784,21228257361.89804,-0.0006509989422789293,validation
719982,21598527605.710747,-0.0006423254962485822,validation
726234,21975266495.095314,-0.0006346606633637182,validation
732539,22358497373.016823,-0.0006279927260586319,validation
738900,22748488532.63449,-0.000622239417177662,validation
745316,23145267000.757477,-0.000617240957035223,validation
751788,23548983653.288834,-0.0006129583958256424,validation
758315,23959665679.660156,-0.0006097086614765628,validation
764900,24377593806.223083,-0.0006078151736241711,validation
771541,24802734734.625595,-0.000607509872829417,validation
778241,25235375952.17749,-0.0006087959175629117,validation
784998,25675485413.702026,-0.0006116667480112953,validation
791814,26123291350.948563,-0.0006160919987812034,validation
798689,26578894325.883255,-0.0006219730591794489,validation
805625,27042530141.136246,-0.0006290745617193131,validation
812620,27514169280.83304,-0.0006371473553734606,validation
819676,27994051613.4747,-0.00064603988887349,validation
826793,28482284790.975037,-0.0006556519878972206,validation
833972,28979047017.728043,-0.000665722983547722,validation
841213,29484449847.13739,-0.0006758681129697029,validation
848518,29998747114.54892,-0.000685845611098453,validation
855885,30521913161.198868,-0.0006955209733753822,validation
863317,31054278026.586914,-0.0007048689747128545,validation
870813,31595889937.238113,-0.0007138679072326043,validation
878374,32146942161.80716,-0.0007223607875682446,validation
886001,32707631582.87372,-0.0007301412764522033,validation
893694,33278084292.864563,-0.0007369395700262531,validation
901454,33858502600.521286,-0.000742491962141229,validation
909282,34449092461.18678,-0.0007466082994171966,validation
917177,35049910683.11891,-0.0007491552883837806,validation
925141,35661243943.08789,-0.0007499123467983785,validation
933174,36283229806.63768,-0.0007487395693029126,validation
941276,36916007107.8824,-0.000745420253489039,validation
949449,37559874061.33078,-0.0007398037475667569,validation
957693,38214975870.758865,-0.0007318376669041758,validation
966009,38881539315.69606,-0.0007216685609611786,validation
974397,39559713936.86183,-0.000709537788794813,validation
982858,40249732536.39902,-0.0006956131976357504,validation
991392,40951749343.50485,-0.0006801557396239301,validation
1000000,41666002986.44917,-0.0006636802174911499,validation
