arb_independent_version_seal,ctx_after,ctx_before,ctx_inside,ctx_restored,flint_FLINT_VERSION,flint_version,imag_midpoint_rational,imag_radius_rational,input_block,input_imag_lower,input_imag_lower_ne_upper,input_imag_upper,input_label,input_parent,input_real_lower,input_real_lower_ne_upper,input_real_upper,input_source,matrix_id,output_finite,output_imag_lower,output_imag_lower_ne_upper,output_imag_upper,output_real_lower,output_real_lower_ne_upper,output_real_upper,output_type,phase_id,platform,precision_bits,python,python_flint_distribution,real_midpoint_rational,real_radius_rational,result,run_id,runtime_authorized,runtime_sys_executable
False,53,53,96,True,3.3.1,0.8.0,7/5,1/8000,CENTER_REFINEMENT,[1.399874999999519786797463894 +/- 1.15e-28],True,[1.400125000000480213202536106 +/- 1.05e-28],LBOX_P1_C,LBOX_P1,[0.4997499999994943209458142519 +/- 2.82e-31],True,[0.5002500000005056790541857481 +/- 2.81e-31],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.3782023970001121579960301661 +/- 2.68e-29],True,[0.3934838082226436182216122889 +/- 2.40e-29],[0.5815923800634394382424877664 +/- 2.47e-29],True,[0.5963242552622162719555424234 +/- 2.97e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,7/5,1/8000,CENTER_REFINEMENT,[1.3998749999995197867974638938903808594 +/- 2.62e-38],True,[1.4001250000004802132025361061096191406 +/- 2.39e-38],LBOX_P1_C,LBOX_P1,[0.49974999999949432094581425189971923828 +/- 1.25e-39],True,[0.50025000000050567905418574810028076172 +/- 1.25e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.37584448780860018991978996217907021723 +/- 1.17e-39],True,[0.39584172482597840094121330202282021723 +/- 2.64e-39],[0.57954722390572611877028630416281242572 +/- 7.83e-40],True,[0.59836941614925932773654149215109367572 +/- 7.83e-40],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,7/5,1/16000,CENTER_TIGHT,[1.399937499999759893398731947 +/- 5.99e-29],True,[1.400062500000240106601268053 +/- 4.98e-29],LBOX_P1_CT,LBOX_P1_C,[0.4998749999997471604729071259 +/- 4.99e-29],True,[0.5001250000002528395270928741 +/- 4.99e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.3820240822459868188374526850 +/- 4.47e-29],True,[0.3896620965023589353435523860 +/- 2.77e-29],[0.5852767120809704514495615939 +/- 3.80e-29],True,[0.5926398575170725101880316715 +/- 3.48e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/8000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,7/5,1/16000,CENTER_TIGHT,[1.3999374999997598933987319469451904297 +/- 1.37e-38],True,[1.4000625000002401066012680530548095703 +/- 1.14e-38],LBOX_P1_CT,LBOX_P1_C,[0.49987499999974716047290712594985961914 +/- 6.25e-40],True,[0.50012500000025283952709287405014038086 +/- 6.25e-40],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.38084552887263422869058870535295333581 +/- 2.86e-39],True,[0.39084065403400169722648882131975021081 +/- 2.86e-39],[0.58425459784865051387245677086265899707 +/- 1.71e-39],True,[0.59366197304569322495157740684898712207 +/- 1.71e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/8000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,7/5,1/32000,CENTER_ULTRA_TIGHT,[1.399968749999879946699365973 +/- 4.68e-28],True,[1.400031250000120053300634027 +/- 4.78e-28],LBOX_P1_CUT,LBOX_P1_CT,[0.4999374999998735802364535630 +/- 2.51e-29],True,[0.5000625000001264197635464370 +/- 2.51e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.3839339063524232268700259577 +/- 3.70e-29],True,[0.3877522683359995507070678125 +/- 2.78e-29],[0.5871178274198033118841072314 +/- 8.28e-30],True,[0.5907987279448721761104484790 +/- 3.71e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/16000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,7/5,1/32000,CENTER_ULTRA_TIGHT,[1.3999687499998799466993659734725952148 +/- 4.26e-38],True,[1.4000312500001200533006340265274047852 +/- 4.50e-38],LBOX_P1_CUT,LBOX_P1_CT,[0.49993749999987358023645356297492980957 +/- 3.13e-40],True,[0.50006250000012641976354643702507019043 +/- 3.13e-40],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.38334472807901814631761254409957658119 +/- 1.96e-39],True,[0.38834145057035978935302437881637345619 +/- 4.84e-40],[0.58660688409456625259963624833302106752 +/- 1.64e-39],True,[0.59130967170806243694869630692677106752 +/- 1.64e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/16000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,7/5,1/64000,CENTER_MICRO_TIGHT,[1.399984374999939973349682987 +/- 2.69e-28],True,[1.400015625000060026650317013 +/- 2.59e-28],LBOX_P1_CMT,LBOX_P1_CUT,[0.4999687499999367901182267815 +/- 1.26e-29],True,[0.5000312500000632098817732185 +/- 1.26e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.3848885599004680719683510696 +/- 2.44e-29],True,[0.3867976124825182799706799423 +/- 1.14e-29],[0.5880381182867508554207602221 +/- 1.39e-29],True,[0.5898784326889667366939106662 +/- 4.28e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/32000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,7/5,1/64000,CENTER_MICRO_TIGHT,[1.3999843749999399733496829867362976074 +/- 2.08e-38],True,[1.4000156250000600266503170132637023926 +/- 2.31e-38],LBOX_P1_CMT,LBOX_P1_CUT,[0.49996874999993679011822678148746490479 +/- 4.85e-39],True,[0.50003125000006320988177321851253509521 +/- 4.85e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.38459399437888895639390606088405925006 +/- 2.63e-40],True,[0.38709218202748706110925335092312175006 +/- 2.63e-40],[0.58778267459201707708321147683739357080 +/- 3.70e-39],True,[0.59013387712475342879674964669823341455 +/- 3.70e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/32000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,7/5,1/128000,CENTER_NANO_TIGHT,[1.399992187499969986674841493 +/- 3.64e-28],True,[1.400007812500030013325158507 +/- 3.74e-28],LBOX_P1_CNT,LBOX_P1_CMT,[0.4999843749999683950591133907 +/- 4.38e-29],True,[0.5000156250000316049408866093 +/- 4.38e-29],new_006E51,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.3853658240931968213866034908 +/- 2.69e-31],True,[0.3863203495884140613364557190 +/- 2.93e-29],[0.5884981992764235126285104200 +/- 1.63e-29],True,[0.5894183510187442532239703581 +/- 3.45e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/64000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,7/5,1/128000,CENTER_NANO_TIGHT,[1.3999921874999699866748414933681488037 +/- 9.77e-39],True,[1.4000078125000300133251585066318511963 +/- 1.22e-38],LBOX_P1_CNT,LBOX_P1_CMT,[0.49998437499996839505911339074373245239 +/- 2.58e-39],True,[0.50001562500003160494088660925626754761 +/- 2.58e-39],new_006E51,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.38521854436688159053704402657460813690 +/- 7.20e-40],True,[0.38646763330355611556700132103871946503 +/- 4.25e-39],[0.58837048252992294683222146699092500865 +/- 1.97e-39],True,[0.58954606849677124946479173371455782115 +/- 1.97e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/2,1/64000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,2/1,1/1000,CORE_PARENT,[1.998999999997977283783257008 +/- 4.02e-28],True,[2.001000000002022716216742992 +/- 4.02e-28],LBOX_P2,,[0.7494999999989886418916285038 +/- 5.63e-31],True,[0.7505000000010113581083714962 +/- 5.62e-31],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4596642712627851380503726536 +/- 3.98e-29],True,[0.4912479390537680102980685765 +/- 8.70e-30],[0.7651765025578989895800748811 +/- 4.06e-29],True,[0.7965403185584201725939908968 +/- 2.19e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/2000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,2/1,1/1000,CORE_PARENT,[1.9989999999979772837832570075988769531 +/- 2.50e-38],True,[2.0010000000020227162167429924011230469 +/- 2.50e-38],LBOX_P2,,[0.74949999999898864189162850379943847656 +/- 2.50e-39],True,[0.75050000000101135810837149620056152344 +/- 2.50e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.45696624534858037502383711311548215732 +/- 4.61e-39],True,[0.49394598647441361815547468635766965732 +/- 3.14e-39],[0.76251376418646199992816318369161598496 +/- 3.74e-39],True,[0.79920307399721591166179050302755348496 +/- 3.74e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/2000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,3999/2000,1/2000,CORE_SUBBOX,[1.998999999998079147189855576 +/- 4.49e-28],True,[2.000000000001920852810144424 +/- 4.28e-28],LBOX_P2_S1,LBOX_P2,[0.7494999999990395735949277878 +/- 2.45e-29],True,[0.7500000000009604264050722122 +/- 1.40e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4675317383075296654887853427 +/- 4.54e-29],True,[0.4833161014243658408113179965 +/- 3.05e-29],[0.7728407141276531245207952644 +/- 4.05e-29],True,[0.7885148417136062260365652229 +/- 4.44e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,2999/4000,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,3999/2000,1/2000,CORE_SUBBOX,[1.9989999999980791471898555755615234375 +/- 8.02e-40],True,[2.0000000000019208528101444244384765625 +/- 5.08e-39],LBOX_P2_S1,LBOX_P2,[0.74949999999903957359492778778076171875 +/- 4.00e-40],True,[0.75000000000096042640507221221923828125 +/- 4.00e-40],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.46618564543207064107361650577108812223 +/- 1.68e-39],True,[0.48466220006123073235455370059530687223 +/- 2.04e-40],[0.77151289025970925336108700376539339968 +/- 2.91e-39],True,[0.78984266955705550258384243589429964968 +/- 2.91e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,2999/4000,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,4001/2000,1/2000,CORE_SUBBOX,[1.999999999998079147189855576 +/- 4.79e-28],True,[2.001000000001920852810144424 +/- 3.99e-28],LBOX_P2_S2,LBOX_P2,[0.7494999999990395735949277878 +/- 2.45e-29],True,[0.7500000000009604264050722122 +/- 1.40e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4677290745768810153324446901 +/- 3.76e-29],True,[0.4835123488903159737903914674 +/- 6.24e-30],[0.7731050935865661099290949936 +/- 2.61e-29],True,[0.7887787746615523442363841172 +/- 2.63e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,2999/4000,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,4001/2000,1/2000,CORE_SUBBOX,[1.9999999999980791471898555755615234375 +/- 5.09e-39],True,[2.0010000000019208528101444244384765625 +/- 5.09e-39],LBOX_P2_S2,LBOX_P2,[0.74949999999903957359492778778076171875 +/- 4.00e-40],True,[0.75000000000096042640507221221923828125 +/- 4.00e-40],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.46637774796659956562783680341846420646 +/- 4.83e-39],True,[0.48486368124691667843129597089893295646 +/- 4.83e-39],[0.77177070901267693881792582875008862257 +/- 4.72e-40],True,[0.79011316323191390876574077015633862257 +/- 2.47e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,2999/4000,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,3999/2000,1/2000,CORE_SUBBOX,[1.998999999998079147189855576 +/- 4.49e-28],True,[2.000000000001920852810144424 +/- 4.28e-28],LBOX_P2_S3,LBOX_P2,[0.7499999999990395735949277878 +/- 2.67e-29],True,[0.7505000000009604264050722122 +/- 1.19e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4674107108783168944457479146 +/- 2.16e-29],True,[0.4831730875646421912053533223 +/- 3.89e-31],[0.7729499919746806368991897588 +/- 4.40e-29],True,[0.7886023636615639076396987920 +/- 2.82e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3001/4000,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,3999/2000,1/2000,CORE_SUBBOX,[1.9989999999980791471898555755615234375 +/- 8.02e-40],True,[2.0000000000019208528101444244384765625 +/- 5.08e-39],LBOX_P2_S3,LBOX_P2,[0.74999999999903957359492778778076171875 +/- 2.54e-39],True,[0.75050000000096042640507221221923828125 +/- 2.54e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.46606781555526278160780929218203729153 +/- 2.80e-39],True,[0.48451598728495038293570541034609979153 +/- 4.27e-39],[0.77162534647685964458048363058414416437 +/- 5.61e-40],True,[0.78992701354035665147364158956851916437 +/- 3.50e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3001/4000,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,4001/2000,1/2000,CORE_SUBBOX,[1.999999999998079147189855576 +/- 4.79e-28],True,[2.001000000001920852810144424 +/- 3.99e-28],LBOX_P2_S4,LBOX_P2,[0.7499999999990395735949277878 +/- 2.67e-29],True,[0.7505000000009604264050722122 +/- 1.19e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4676079564364121504095107540 +/- 3.23e-29],True,[0.4833692493834027297761947139 +/- 3.50e-29],[0.7732143179736302636975937085 +/- 1.55e-29],True,[0.7888662472822905920858078198 +/- 1.28e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3001/4000,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,4001/2000,1/2000,CORE_SUBBOX,[1.9999999999980791471898555755615234375 +/- 5.09e-39],True,[2.0010000000019208528101444244384765625 +/- 5.09e-39],LBOX_P2_S4,LBOX_P2,[0.74999999999903957359492778778076171875 +/- 2.54e-39],True,[0.75050000000096042640507221221923828125 +/- 2.54e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.46625983989236200205007852292115567679 +/- 2.87e-39],True,[0.48471737030797893158117593503053067679 +/- 2.87e-39],[0.77188312656658451223816681544435242507 +/- 2.80e-39],True,[0.79019744308612059021439362208497742507 +/- 1.46e-40],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3001/4000,1/4000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,2/1,1/4000,CENTER_REFINEMENT,[1.999749999999494320945814252 +/- 1.01e-28],True,[2.000250000000505679054185748 +/- 1.01e-28],LBOX_P2_C,LBOX_P2,[0.7498749999997471604729071259 +/- 4.99e-29],True,[0.7501250000002528395270928741 +/- 4.99e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4715154951322730819179789474 +/- 2.07e-29],True,[0.4793971841777349079444186141 +/- 3.37e-29],[0.7769457707202755791791179860 +/- 2.63e-29],True,[0.7847725916966092718489864553 +/- 2.29e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/8000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,2/1,1/4000,CENTER_REFINEMENT,[1.9997499999994943209458142518997192383 +/- 1.88e-38],True,[2.0002500000005056790541857481002807617 +/- 1.88e-38],LBOX_P2_C,LBOX_P2,[0.74987499999974716047290712594985961914 +/- 6.25e-40],True,[0.75012500000025283952709287405014038086 +/- 6.25e-40],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.47084241553516239100367300403065811176 +/- 2.59e-39],True,[0.48007026469990723007590048205800186176 +/- 4.06e-39],[0.77628147647714930052047082947327445963 +/- 4.94e-39],True,[0.78543688756121544564252206848694633463 +/- 4.94e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/8000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,2/1,1/8000,CENTER_TIGHT,[1.999874999999747160472907126 +/- 5.02e-29],True,[2.000125000000252839527092874 +/- 5.02e-29],LBOX_P2_CT,LBOX_P2_C,[0.7499374999998735802364535630 +/- 2.51e-29],True,[0.7500625000001264197635464370 +/- 2.51e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4734865110512226797649219546 +/- 3.50e-29],True,[0.4774261920319157630214050326 +/- 4.43e-29],[0.7789030921977238179713541442 +/- 2.33e-29],True,[0.7828153472710974895924383575 +/- 7.31e-30],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/16000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,2/1,1/8000,CENTER_TIGHT,[1.9998749999997471604729071259498596191 +/- 4.07e-38],True,[2.0001250000002528395270928740501403809 +/- 4.07e-38],LBOX_P2_CT,LBOX_P2_C,[0.74993749999987358023645356297492980957 +/- 3.13e-40],True,[0.75006250000012641976354643702507019043 +/- 3.13e-40],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.47315008769595049164924453052482303381 +/- 4.39e-39],True,[0.47776261553456758923563788684806522132 +/- 4.15e-39],[0.77857105817186965879307221443382857862 +/- 1.96e-39],True,[0.78314738134743965503082703621117232862 +/- 9.86e-40],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/16000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,2/1,1/16000,CENTER_ULTRA_TIGHT,[1.999937499999873580236453563 +/- 2.51e-29],True,[2.000062500000126419763546437 +/- 2.51e-29],LBOX_P2_CUT,LBOX_P2_CT,[0.7499687499999367901182267815 +/- 1.26e-29],True,[0.7500312500000632098817732185 +/- 1.26e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4744715686061957259705968920 +/- 2.89e-29],True,[0.4764411400316296950957485262 +/- 4.52e-29],[0.7798812981409663441436659709 +/- 4.38e-29],True,[0.7818371589592369380252730265 +/- 2.04e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/32000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,2/1,1/16000,CENTER_ULTRA_TIGHT,[1.9999374999998735802364535629749298096 +/- 2.97e-38],True,[2.0000625000001264197635464370250701904 +/- 2.97e-38],LBOX_P2_CUT,LBOX_P2_CT,[0.74996874999993679011822678148746490479 +/- 4.85e-39],True,[0.75003125000006320988177321851253509521 +/- 4.85e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.47430338428496480111528524687437573920 +/- 1.22e-39],True,[0.47660932405672365922976621916441480170 +/- 1.22e-39],[0.77971530870678455374415794968509380315 +/- 2.64e-39],True,[0.78200314979227462589021603226566020941 +/- 4.43e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/32000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,2/1,1/32000,CENTER_MICRO_TIGHT,[1.999968749999936790118226781 +/- 4.88e-28],True,[2.000031250000063209881773219 +/- 4.88e-28],LBOX_P2_CMT,LBOX_P2_CUT,[0.7499843749999683950591133907 +/- 4.38e-29],True,[0.7500156250000316049408866093 +/- 4.38e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4749639867420686209938367937 +/- 3.72e-29],True,[0.4759487236876796964920004938 +/- 2.72e-29],[0.7803702900060988035113063829 +/- 2.10e-29],True,[0.7813481722465757051542845743 +/- 3.33e-30],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/64000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
