frequency,power
0.0,7927.804816832605
0.00010002000400080016,215279.04210198007
0.00020004000800160032,1897617.180058171
0.0003000600120024005,3963196.656425434
0.00040008001600320064,4072593.6586866626
0.0005001000200040008,1172108.0149091177
0.000600120024004801,757464.6965460057
0.0007001400280056011,1037758.8515278789
0.0008001600320064013,1169150.1542225245
0.0009001800360072014,878568.6130782806
0.0010002000400080016,2646629.4151682016
0.0011002200440088017,2570037.5785110453
0.001200240048009602,2729340.719616942
0.001300260052010402,129912.20670121303
0.0014002800560112022,1721277.9757386956
0.0015003000600120023,1094454.5751470597
0.0016003200640128026,704555.1626740807
0.0017003400680136026,5321.286340940446
0.0018003600720144029,2032633.473771025
0.001900380076015203,2924558.1356457104
0.002000400080016003,109647.85840859798
0.0021004200840168035,1239834.568931681
0.0022004400880176033,1887945.8827492625
0.0023004600920184036,192362.5753717156
0.002400480096019204,5166269.956207443
0.002500500100020004,4976347.318543794
0.002600520104020804,1841949.7757559225
0.0027005401080216042,3017855.4313454377
0.0028005601120224045,2439951.0866720057
0.0029005801160232048,1390289.810289763
0.0030006001200240046,318719.2482427457
0.003100620124024805,924475.900542205
0.003200640128025605,1366400.551457274
0.0033006601320264054,1731123.8826859451
0.0034006801360272052,110216.25376167525
0.0035007001400280055,1875228.5011584256
0.0036007201440288058,1095409.6798076723
0.003700740148029606,10578.918427770499
0.003800760152030406,1715487.625906764
0.003900780156031206,5686788.880758387
0.004000800160032006,1280998.4775086113
0.004100820164032806,66896.91427437184
0.004200840168033607,770442.1894160142
0.004300860172034407,1700165.4637559934
0.004400880176035207,896523.4184774542
0.004500900180036007,2301620.4741316
0.004600920184036807,6150951.060141715
0.004700940188037608,8136548.449043566
0.004800960192038408,1089908.4826013595
0.0049009801960392075,2188555.588707623
0.005001000200040008,1475548.0902313087
0.005101020204040808,2640115.1337780594
0.005201040208041608,132493.57123229012
0.005301060212042409,2128795.3387994375
0.0054010802160432084,6196856.1223852765
0.005501100220044009,7572033.140912058
0.005601120224044809,810551.5272530736
0.005701140228045609,879415.4891312342
0.0058011602320464095,2412278.0081389435
0.005901180236047209,2405169.4195944737
0.006001200240048009,4844813.978418801
0.00610122024404881,1441839.9387472984
0.00620124024804961,1174506.0775631345
0.00630126025205041,4624149.739975009
0.00640128025605121,1968914.2563442949
0.00650130026005201,189626.83282728723
0.006601320264052811,270202.85993099294
0.006701340268053611,595106.8814488399
0.0068013602720544105,2614083.2424243907
0.006901380276055211,1412716.449235625
0.007001400280056011,711813.4505636372
0.007101420284056812,2292101.899927658
0.0072014402880576115,793577.5668283682
0.007301460292058411,1212850.1984828538
0.007401480296059212,350795.56133735535
0.007501500300060012,3039670.6587195224
0.007601520304060812,1073549.1647087175
0.0077015403080616125,404226.3766436168
0.007801560312062412,277229.7665064439
0.007901580316063212,1286549.3680215427
0.008001600320064013,5504060.747849923
0.008101620324064814,13629047.924948663
0.008201640328065612,7391122.325540199
0.008301660332066413,2993168.6026978055
0.008401680336067214,10208765.39481269
0.008501700340068013,5679594.6766961
0.008601720344068814,2000620.7254976395
0.008701740348069614,641013.4146120879
0.008801760352070413,1850512.4883927978
0.008901780356071214,433352.56925222214
0.009001800360072015,2240104.993617883
0.009101820364072815,4763147.244229802
0.009201840368073614,2285037.2004306195
0.009301860372074415,2795997.4776622225
0.009401880376075216,674841.3767948239
0.009501900380076015,2317764.6806053133
0.009601920384076815,1028587.989102848
0.009701940388077616,1396726.4077103408
0.009801960392078415,7487640.108175058
0.009901980396079216,5222514.7151749525
0.010002000400080016,780254.4529684713
0.010102020404080815,398775.1032144006
0.010202040408081616,1289.9099740396814
0.010302060412082417,700932.1792619264
0.010402080416083216,5549116.013008961
0.010502100420084017,3237577.8110000445
0.010602120424084817,1450862.5774711715
0.010702140428085618,3702900.412028944
0.010802160432086417,2015004.5950034992
0.010902180436087218,5064348.176547563
0.011002200440088018,12605530.142036848
0.011102220444088817,11151353.505022282
0.011202240448089618,4908044.015562703
0.011302260452090419,2677356.345539574
0.011402280456091218,2960803.962246226
0.011502300460092018,605829.1245891498
0.011602320464092819,2247196.8609064873
0.011702340468093618,3136574.324461107
0.011802360472094419,6576802.890972723
0.01190238047609522,6431175.652957785
