N,raw_counts,smooth_residual,desingularized_ratio,random_control
600,32.0,12.823529411764707,0.8184141802756753,31.254901960784316
602,12.0,-7.098039215686274,0.6642521396992054,51.21568627450981
604,14.0,-5.215686274509803,0.9441282626119236,43.6078431372549
606,27.0,7.745098039215687,0.9052937386114583,-4.196078431372548
608,13.0,-6.4117647058823515,0.8297665922736825,-42.176470588235304
610,20.0,0.235294117647058,0.994596267180714,7.352941176470587
612,26.0,6.313725490196077,0.8199569414991821,-3.568627450980392
614,15.0,-4.725490196078432,1.0036231507965836,34.549019607843135
616,19.0,-0.8627450980392162,0.9544284856367399,-2.333333333333334
618,26.0,6.1764705882352935,0.8602477451394105,10.07843137254902
620,18.0,-1.9803921568627452,0.870167529015968,-21.88235294117647
622,17.0,-3.019607843137255,1.127390410215532,-10.725490196078432
624,31.0,10.901960784313726,0.9432154623005689,15.431372549019613
626,12.0,-8.117647058823529,0.7923130699038922,-44.66666666666667
628,16.0,-4.156862745098039,1.0507072004681026,-23.117647058823536
630,41.0,20.666666666666668,0.8449600513843366,-34.725490196078425
632,10.0,-10.274509803921568,0.6496043147884953,-37.50980392156863
634,14.0,-6.372549019607842,0.9163419243057158,-42.58823529411765
636,28.0,7.549019607843139,0.8996155715830293,-22.098039215686278
638,15.0,-5.509803921568629,0.8510604353885814,-1.1568627450980387
640,18.0,-2.7058823529411775,0.880676106905359,-13.843137254901961
642,25.0,4.392156862745097,0.8060095043682646,-16.470588235294116
644,17.0,-3.6862745098039227,0.8783709928335994,18.470588235294116
646,16.0,-4.745098039215687,0.9182290837314292,14.529411764705884
648,27.0,6.215686274509803,0.8731512655899278,-12.941176470588232
650,21.0,0.039215686274509665,0.9318000479428934,-20.862745098039213
652,15.0,-5.9411764705882355,0.960086824223669,-24.90196078431373
654,29.0,7.9411764705882355,0.9232444425147139,-14.333333333333329
656,13.0,-8.156862745098039,0.8128671060395638,-34.705882352941174
658,19.0,-2.098039215686274,0.9912521047484135,-20.84313725490196
660,41.0,19.84313725490196,0.8836958357859335,-5.490196078431367
662,14.0,-7.098039215686274,0.8894997445834689,-16.627450980392155
664,16.0,-5.313725490196077,1.0051252842875489,-28.509803921568633
666,31.0,9.705882352941178,0.9563614157407105,90.86274509803921
668,11.0,-10.215686274509803,0.6924551153380143,-24.647058823529406
670,21.0,-0.470588235294116,0.9803335363573644,-46.76470588235294
672,33.0,11.607843137254903,0.8672211686455795,34.3921568627451
674,15.0,-6.352941176470587,0.9413036356790311,-31.470588235294116
676,17.0,-4.352941176470587,0.9788171107246721,-2.7254901960784323
678,28.0,6.5882352941176485,0.8697308685778997,-23.313725490196077
680,21.0,-0.5098039215686292,0.9236700659973829,70.70588235294117
682,16.0,-5.313725490196077,0.8690001283540407,-20.490196078431367
684,30.0,8.588235294117649,0.88260476091894,-5.156862745098039
686,16.0,-5.509803921568629,0.8290060755749366,35.07843137254902
688,16.0,-5.529411764705884,0.9691618270912495,-6.647058823529413
690,39.0,17.41176470588235,0.8644888349163786,-27.313725490196077
692,11.0,-10.607843137254903,0.6758569111253632,12.745098039215684
694,19.0,-2.7254901960784323,1.1684788795188583,79.3529411764706
696,30.0,8.254901960784313,0.8903350205919625,-28.15686274509804
698,14.0,-7.803921568627452,0.8575693461762062,-9.960784313725483
700,24.0,1.9607843137254903,0.9196425762041229,22.17647058823529
702,31.0,9.098039215686274,0.869380857369553,26.88235294117647
704,18.0,-3.9411764705882355,0.9892894134529507,-19.274509803921575
706,19.0,-3.0588235294117645,1.1547024438035425,43.49019607843137
708,24.0,1.9019607843137258,0.7173417099715863,-25.588235294117652
710,16.0,-6.137254901960784,0.7180893162367885,-33.31372549019608
712,17.0,-4.921568627450981,1.0183149032671877,52.529411764705884
714,37.0,15.019607843137255,0.8739991506238461,-23.647058823529406
716,14.0,-8.0,0.8402053024221998,23.686274509803923
718,15.0,-7.0,0.9010266449341975,-10.607843137254903
720,39.0,16.705882352941178,0.8792579759993328,-29.764705882352942
722,14.0,-8.235294117647058,0.7933892792479283,42.70588235294119
724,15.0,-7.215686274509803,0.8933409881378253,49.627450980392155
726,31.0,8.764705882352942,0.8338452093795639,-15.058823529411768
728,15.0,-7.196078431372548,0.6835976805238179,-6.352941176470587
730,21.0,-1.5098039215686292,0.9248164985404613,19.0
732,31.0,8.627450980392158,0.905844744491067,-12.92156862745098
734,15.0,-7.4117647058823515,0.8873574681320717,-24.764705882352942
736,19.0,-3.4117647058823515,1.0737968992764877,1.8235294117647056
738,29.0,6.607843137254903,0.8354548736029713,-4.490196078431367
740,18.0,-4.509803921568629,0.7741590881238609,29.803921568627445
742,19.0,-3.4117647058823515,0.9142241386367915,-10.333333333333336
744,31.0,8.470588235294116,0.8804538282938772,-24.882352941176464
746,18.0,-4.431372549019606,1.052902879325175,-29.117647058823536
748,19.0,-3.5882352941176485,0.9385144290900951,53.31372549019608
750,39.0,16.274509803921568,0.8545947005665117,-36.627450980392155
752,14.0,-8.568627450980394,0.7988032187336876,-8.745098039215684
754,17.0,-5.5882352941176485,0.8748184899889605,58.117647058823536
756,35.0,12.450980392156861,0.8474331111949823,-27.90196078431373
758,15.0,-7.450980392156861,0.867737139012383,-21.882352941176464
760,21.0,-1.7450980392156872,0.8612020886576269,-1.1372549019607874
762,30.0,7.215686274509803,0.8599664629798125,-2.3921568627450984
764,17.0,-5.843137254901961,0.9754669392541836,-28.137254901960787
766,17.0,-5.784313725490197,0.9762758603948353,27.647058823529406
768,31.0,8.156862745098039,0.8908451839626504,-13.490196078431374
770,26.0,3.0588235294117645,0.8390287831940536,-16.764705882352942
772,18.0,-4.745098039215687,1.0254110446942304,-31.17647058823529
774,32.0,9.215686274509803,0.8928164114535392,-8.196078431372555
776,16.0,-6.901960784313726,0.9034333864640818,-3.764705882352942
778,15.0,-7.96078431372549,0.8521427084473445,-49.78431372549019
780,44.0,20.901960784313726,0.8599182141918255,-20.588235294117652
